Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2007-11-13,SELL,TBSIQ,,118.0
2007-11-13,SELL,DRYS,,71.0
2007-11-30,BUY,MTL,,57.0
2007-12-03,BUY,MON2,,48.0
2007-12-05,BUY,TELFY,,46.0
2007-12-11,BUY,IHS2,,71.0
2007-12-12,SELL,NRG,,111.0
2007-12-12,BUY,BIDU,,12.0
2007-12-13,BUY,SIGM,,74.0
2007-12-14,BUY,BMRN,,166.0
2007-12-17,BUY,KUST,,693.0
2007-12-24,SELL,SYNA,,1.0
2008-01-04,SELL,GLBL1,,133.0
2008-01-07,SELL,ATI,,58.0
2008-01-08,SELL,SIGM,,74.0
2008-01-10,SELL,HAS,,146.0
2008-01-15,BUY,CVD,,50.0
2008-01-18,SELL,GEN1,,179.0
2008-01-18,SELL,BFH,,67.0
2008-01-18,SELL,LECO,,65.0
2008-01-18,SELL,MTW,,178.0
2008-01-18,SELL,BIDU,,12.0
2008-01-28,BUY,CNX,,59.0
2008-02-06,BUY,PRGO,,130.0
2008-02-07,SELL,CXW,,160.0
2008-02-07,BUY,MEE,,114.0
2008-02-08,BUY,MOS,,47.0
2008-02-11,BUY,INCY,,374.0
2008-02-12,BUY,AUXL,,135.0
2008-02-13,BUY,GOLD1,,98.0
2008-02-21,BUY,FRFHF,,15.0
2008-02-22,BUY,CMO,,257.0
2008-02-25,BUY,GLDN1,,31.0
2008-02-26,BUY,KGC,,1.0
2008-02-27,BUY,MFA,,1.0
2008-03-07,SELL,CMO,,257.0
2008-03-07,SELL,MFA,,1.0
2008-03-11,SELL,INCY,,374.0
2008-03-14,BUY,CMP,,74.0
2008-03-24,SELL,AUXL,,135.0
2008-04-09,BUY,WLTGQ,,68.0
2008-04-10,BUY,XEC,,55.0
2008-04-11,BUY,SWN,,1.0
2008-04-30,SELL,KGC,,1.0
2008-04-30,SELL,EPC,,49.0
2008-05-01,BUY,HP,,71.0
2008-05-02,BUY,MMR,,3.0
2008-05-29,SELL,TELFY,,46.0
2008-06-02,BUY,JRCCQ,,106.0
2008-06-03,BUY,CGRNQ,,4.0
2008-06-04,SELL,IHS2,,71.0
2008-06-13,SELL,GOLD1,,98.0
2008-06-30,BUY,UNTCQ,,67.0
2008-07-07,SELL,BMRN,,166.0
2008-07-07,SELL,MMR,,3.0
2008-07-07,BUY,PCXCQ,,35.0
2008-07-08,SELL,CVD,,50.0
2008-07-09,SELL,JRCCQ,,106.0
2008-07-16,BUY,ANRZQ,,53.0
2008-07-21,SELL,MIR2,,102.0
2008-07-21,SELL,MTL,,171.0
2008-07-21,SELL,CNX,,59.0
2008-07-24,SELL,MEE,,114.0
2008-07-24,SELL,SWN,,1.0
2008-07-25,SELL,CGRNQ,,4.0
2008-08-05,SELL,MOS,,47.0
2008-08-05,SELL,XEC,,55.0
2008-08-05,SELL,KUST,,693.0
2008-08-06,BUY,SPSX,,100.0
2008-08-07,BUY,DRS1,,57.0
2008-08-08,BUY,IPHS,,122.0
2008-08-11,SELL,HP,,71.0
2008-08-12,SELL,FRFHF,,15.0
2008-08-22,BUY,FSYS,,82.0
2008-08-25,BUY,BUD1,,67.0
2008-08-26,BUY,MYGN,,70.0
2008-08-27,BUY,SQNM,,203.0
2008-08-28,BUY,IKN,,273.0
2008-08-29,BUY,WAB,,78.0
2008-09-03,BUY,SYNA,,131.0
2008-09-04,SELL,CMP,,74.0
2008-09-04,SELL,PCXCQ,,35.0
2008-09-05,SELL,MA,,41.0
2008-09-05,SELL,WLTGQ,,68.0
2008-09-05,BUY,THOR1,,160.0
2008-09-08,BUY,OCR,,139.0
2008-09-09,SELL,UNTCQ,,67.0
2008-09-09,BUY,UTHR,,38.0
2008-09-10,SELL,CF,,136.0
2008-09-10,SELL,MON2,,48.0
2008-09-10,SELL,ANRZQ,,53.0
2008-09-11,BUY,PLCE,,98.0
2008-09-12,BUY,VAR,,63.0
2008-09-18,SELL,IPHS,,122.0
2008-09-23,BUY,GAS1,,83.0
2008-09-30,SELL,FSYS,,82.0
2008-10-06,BUY,LDG,,52.0
2008-10-07,BUY,VRX1,,201.0
2008-10-08,SELL,SYNA,,131.0
2008-10-08,BUY,UB,,50.0
2008-10-09,SELL,SQNM,,203.0
2008-10-09,BUY,IMCL,,54.0
2008-10-10,SELL,WAB,,78.0
2008-10-13,SELL,VAR,,63.0
2008-10-13,BUY,PB,,104.0
2008-10-14,BUY,BWLD,,96.0
2008-10-15,BUY,FDRY,,214.0
2008-10-16,SELL,PLCE,,98.0
2008-10-17,BUY,PHLY,,63.0
2008-10-20,BUY,ATML,,929.0
2008-10-24,SELL,OCR,,139.0
2008-10-27,SELL,PRGO,,130.0
2008-10-29,SELL,BWLD,,96.0
2008-10-29,SELL,THOR1,,160.0
2008-10-29,SELL,UTHR,,38.0
2008-11-18,BUY,BRL,,54.0
2008-11-26,SELL,ATML,,929.0
2008-12-15,BUY,APOL,,46.0
2008-12-16,BUY,THOR1,,121.0
2008-12-17,BUY,ALO1,,96.0
2008-12-18,BUY,CBST,,143.0
2008-12-19,BUY,CRI,,177.0
2008-12-24,SELL,GAS1,,83.0
2009-01-13,SELL,PB,,104.0
2009-01-21,BUY,LCC,,455.0
2009-01-22,BUY,JBLU,,550.0
2009-01-23,BUY,IDCC,,112.0
2009-01-26,BUY,SMG,,104.0
2009-01-27,BUY,MNST,,103.0
2009-01-28,BUY,RGLD,,74.0
2009-01-29,BUY,FRFHF,,10.0
2009-01-30,BUY,ORLY,,114.0
2009-02-02,BUY,DLTR,,80.0
2009-02-03,BUY,AVAV,,92.0
2009-02-04,BUY,ATHN1,,92.0
2009-02-05,SELL,LCC,,455.0
2009-02-05,BUY,GMCR,,84.0
2009-02-06,BUY,FNF,,190.0
2009-02-09,BUY,AGP,,116.0
2009-02-10,BUY,WTRG,,170.0
2009-02-11,BUY,ESINQ,,26.0
2009-02-13,BUY,HMY,,277.0
2009-02-17,BUY,ALK,,118.0
2009-02-19,SELL,CBST,,143.0
2009-02-20,SELL,JBLU,,550.0
2009-02-20,BUY,MBOT,,1520.0
2009-03-02,SELL,ATHN1,,92.0
2009-03-03,SELL,THOR1,,121.0
2009-03-03,SELL,ALK,,118.0
2009-03-04,SELL,VRX1,,201.0
2009-03-04,SELL,IDCC,,112.0
2009-03-05,SELL,FRFHF,,10.0
2009-03-10,BUY,NFLX,,75.0
2009-03-11,SELL,AVAV,,92.0
2009-03-23,BUY,CVTX,,153.0
2009-03-24,BUY,AU,,82.0
2009-04-01,BUY,PRDO,,132.0
2009-04-02,BUY,AZO,,18.0
2009-04-03,BUY,BKNG,,36.0
2009-04-06,BUY,IAG,,390.0
2009-04-07,BUY,ADM,,100.0
2009-04-08,BUY,VTRS,,16.0
2009-04-13,SELL,APOL,,46.0
2009-04-13,SELL,HMY,,277.0
2009-04-14,BUY,SGP1,,134.0
2009-05-08,SELL,MYGN,,140.0
2009-05-08,SELL,FNF,,190.0
2009-05-13,BUY,TIVO,,150.0
2009-05-14,BUY,SNDA1,,64.0
2009-06-03,BUY,IQNT,,104.0
2009-06-10,BUY,PALM,,258.0
2009-06-11,BUY,STRZA,,7.0
2009-06-18,SELL,MNST,,103.0
2009-07-10,SELL,ESINQ,,26.0
2009-07-21,SELL,RGLD,,74.0
2009-07-21,BUY,STEC1,,102.0
2009-07-31,SELL,AGP,,116.0
2009-08-03,SELL,WTRG,,170.0
2009-08-11,BUY,BIDU,,9.0
2009-08-12,SELL,MBOT,,1520.0
2009-08-20,BUY,ASH,,101.0
2009-09-01,BUY,DTGF,,173.0
2009-09-02,BUY,JNY,,215.0
2009-09-14,BUY,PWRD1,,13.0
2009-09-18,SELL,IQNT,,104.0
2009-09-22,SELL,STEC1,,102.0
2009-09-23,SELL,AZO,,18.0
2009-10-20,BUY,VECO,,144.0
2009-10-22,BUY,BEXP,,346.0
2009-10-23,BUY,SAN,,34.0
2009-10-29,SELL,SNDA1,,64.0
2009-11-02,SELL,DTGF,,173.0
2009-11-02,SELL,PALM,,258.0
2009-12-01,BUY,MATV,,59.0
2009-12-03,BUY,MCK,,60.0
2009-12-04,BUY,PRGO,,93.0
2009-12-18,BUY,UFS,,27.0
2010-01-26,SELL,IAG,,390.0
2010-02-12,SELL,MATV,,59.0
2010-02-26,BUY,EL,,65.0
2010-03-08,SELL,PWRD1,,13.0
2010-03-17,BUY,LNCR,,100.0
2010-04-08,BUY,EW,,4.0
2010-04-19,SELL,SAN,,34.0
2010-05-19,BUY,IPXL,,25.0
2010-05-20,SELL,BKNG,,36.0
2010-05-21,SELL,BEXP,,346.0
2010-05-26,SELL,VECO,,144.0
2010-06-08,SELL,UFS,,27.0
2010-06-08,SELL,GMCR,,378.0
2010-06-22,BUY,APKT,,148.0
2010-06-23,BUY,VCI,,120.0
2010-06-28,SELL,PRDO,,132.0
2010-06-28,BUY,CMG,,29.0
2010-06-30,SELL,JNY,,215.0
2010-07-07,SELL,ASH,,101.0
2010-07-09,BUY,IDC,,122.0
2010-07-12,BUY,THOR1,,92.0
2010-07-29,BUY,CRUS,,216.0
2010-08-11,SELL,CRI,,177.0
2010-08-13,BUY,AZO,,20.0
2010-08-16,BUY,VMW,,54.0
2010-08-18,SELL,EL,,65.0
2010-08-27,SELL,LNCR,,150.0
2010-09-13,BUY,VRX1,,66.0
2010-09-14,BUY,PWER1,,381.0
2010-09-20,BUY,ISLN,,173.0
2010-10-12,BUY,BHC,,166.0
2010-10-22,SELL,CRUS,,216.0
2010-11-08,SELL,IPXL,,25.0
2010-11-10,BUY,ENDPQ,,129.0
2010-11-12,SELL,THOR1,,92.0
2010-11-23,BUY,LYB,,164.0
2010-12-09,BUY,SQM,,59.0
2010-12-13,SELL,VCI,,120.0
2010-12-15,BUY,VMED,,160.0
2011-01-13,BUY,NOV,,77.0
2011-02-04,BUY,FOSL,,9.0
2011-03-01,SELL,PWER1,,381.0
2011-03-31,BUY,SM,,43.0
2011-05-03,SELL,TIVO,,150.0
2011-06-03,BUY,DTGF,,72.0
2011-07-28,SELL,APKT,,148.0
2011-08-08,SELL,BHC,,166.0
2011-08-09,SELL,FOSL,,9.0
2011-08-09,SELL,ADM,,100.0
2011-08-09,SELL,SMG,,104.0
2011-08-09,SELL,EW,,8.0
2011-08-09,SELL,VMED,,160.0
2011-08-09,SELL,LYB,,164.0
2011-08-11,SELL,VTRS,,16.0
2011-08-22,SELL,NFLX,,75.0
2011-08-22,SELL,ENDPQ,,129.0
2011-08-23,SELL,STRZA,,7.0
2011-08-29,BUY,DPZ,,198.0
2011-09-08,BUY,QCOR,,177.0
2011-09-09,BUY,RGLD,,66.0
2011-09-12,BUY,GOLD1,,48.0
2011-09-13,BUY,VRUS1,,69.0
2011-09-14,BUY,MNST,,61.0
2011-09-15,BUY,PSMT,,75.0
2011-09-16,BUY,MCD,,62.0
2011-09-19,BUY,DMND,,63.0
2011-09-22,SELL,NOV,,77.0
2011-09-22,BUY,CEPH,,53.0
2011-09-23,BUY,DPL,,141.0
2011-09-26,BUY,CROX,,1.0
2011-09-29,SELL,DTGF,,72.0
2011-09-30,SELL,BIDU,,90.0
2011-10-04,SELL,SQM,,59.0
2011-10-04,SELL,SM,,43.0
2011-10-19,SELL,CROX,,1.0
2011-10-26,SELL,DMND,,63.0
2011-10-28,BUY,ALXN,,79.0
2011-10-31,BUY,SUG,,126.0
2011-11-01,BUY,GR,,43.0
2011-11-03,BUY,BMRN,,165.0
2011-11-04,BUY,VFC,,38.0
2011-11-18,BUY,NLC,,7.0
2011-12-16,BUY,TJX,,73.0
2011-12-19,BUY,INHX,,2.0
2012-01-12,BUY,KATE,,1.0
2012-02-01,BUY,DG,,133.0
2012-03-02,SELL,RGLD,,66.0
2012-03-02,BUY,PAA,,46.0
2012-03-08,SELL,PSMT,,75.0
2012-04-05,SELL,AU,,82.0
2012-04-05,SELL,GOLD1,,48.0
2012-04-11,BUY,PIRRQ,,337.0
2012-04-12,BUY,VAL1,,123.0
2012-04-13,BUY,EC,,97.0
2012-05-08,BUY,HD,,83.0
2012-05-09,BUY,FBIN,,1.0
2012-05-10,BUY,CPWM,,1.0
2012-06-04,SELL,DPZ,,198.0
2012-07-12,SELL,KATE,,1.0
2012-07-17,BUY,PCYC,,110.0
2012-07-24,SELL,CMG,,29.0
2012-07-26,SELL,QCOR,,177.0
2012-08-13,SELL,MNST,,122.0
2012-08-13,BUY,SBAC,,99.0
2012-08-15,BUY,ABT,,90.0
2012-08-23,BUY,CLGX,,245.0
2012-08-27,BUY,ELLI,,235.0
2012-09-10,BUY,DK,,156.0
2012-09-13,BUY,CDMO,,5.0
2012-09-25,SELL,CDMO,,5.0
2012-10-03,SELL,EC,,97.0
2012-10-19,SELL,DLTR,,240.0
2012-10-25,BUY,ONIT,,157.0
2012-11-06,BUY,WAC,,140.0
2012-11-08,SELL,PCYC,,110.0
2012-11-23,BUY,VMED,,177.0
2012-12-11,BUY,WHR,,27.0
2013-01-03,SELL,ABT,,90.0
2013-01-30,SELL,VMW,,54.0
2013-02-01,SELL,ELLI,,235.0
2013-02-05,BUY,CVI,,118.0
2013-03-04,BUY,EV1,,171.0
2013-03-06,BUY,THC,,61.0
2013-03-20,SELL,WAC,,140.0
2013-04-22,BUY,MSGN,,87.0
2013-04-23,SELL,ONIT,,157.0
2013-05-23,BUY,OHI,,161.0
2013-06-24,SELL,CVI,,118.0
2013-07-02,SELL,DK,,156.0
2013-07-24,BUY,NXST,,196.0
2013-07-25,BUY,CBOE,,140.0
2013-08-02,BUY,TW2,,74.0
2013-08-26,SELL,THC,,61.0
2013-09-26,BUY,QIHU,,31.0
2013-10-10,SELL,MSGN,,87.0
2013-11-11,BUY,GHC,,7.0
2013-11-12,SELL,OHI,,161.0
2013-12-13,BUY,OA,,48.0
2014-03-12,SELL,NXST,,196.0
2014-04-08,SELL,QIHU,,31.0
2014-04-08,SELL,PIRRQ,,337.0
2014-04-11,BUY,GLOG,,309.0
2014-04-14,SELL,BMRN,,165.0
2014-05-09,BUY,TRGP,,71.0
2014-05-12,BUY,CAR,,150.0
2014-05-15,BUY,HP,,32.0
2014-10-01,SELL,GLOG,,309.0
2014-10-14,SELL,HP,,32.0
2014-10-14,SELL,CAR,,150.0
2014-10-31,BUY,MDVN,,83.0
2014-11-06,SELL,OA,,48.0
2014-11-13,BUY,CNQR,,67.0
2014-11-14,BUY,PANW,,48.0
2014-12-02,SELL,TRGP,,71.0
2014-12-19,BUY,LOW,,134.0
2015-01-05,BUY,CBRL,,51.0
2015-01-22,BUY,TPST,,2.0
2015-04-01,SELL,TPST,,2.0
2015-05-04,BUY,COR,,6.0
2015-07-02,SELL,PAA,,92.0
2015-07-02,SELL,GHC,,7.0
2015-08-04,BUY,ADPTQ,,86.0
2015-08-05,BUY,SKX,,15.0
2015-08-21,SELL,MDVN,,83.0
2015-09-23,BUY,PRE1,,56.0
2015-09-29,SELL,WHR,,27.0
2015-10-01,SELL,ADPTQ,,86.0
2015-10-22,SELL,COR,,6.0
2015-10-26,SELL,SKX,,45.0
2015-10-29,BUY,AIZ,,115.0
2015-11-02,BUY,UHAL,,9.0
2015-11-23,BUY,TYL,,1.0
2015-11-25,BUY,VRE,,2.0
2016-01-05,SELL,PRGO,,93.0
2016-01-07,SELL,EV1,,171.0
2016-01-12,SELL,MCK,,60.0
2016-01-20,SELL,VFC,,152.0
2016-01-21,SELL,SBAC,,99.0
2016-02-02,SELL,ALXN,,79.0
2016-02-05,BUY,TAL,,181.0
2016-02-08,SELL,PANW,,48.0
2016-02-09,BUY,HRL,,102.0
2016-02-12,BUY,TSN,,140.0
2016-02-19,SELL,TYL,,1.0
2016-02-19,BUY,HPY,,95.0
2016-02-23,BUY,EDU,,277.0
2016-02-24,BUY,YOKU,,322.0
2016-03-04,BUY,HMIN,,256.0
2016-03-10,BUY,ATO,,126.0
2016-04-04,BUY,BRKR,,323.0
2016-04-22,SELL,AIZ,,115.0
2016-04-26,SELL,UHAL,,9.0
2016-05-09,BUY,CPB,,146.0
2016-05-17,BUY,AG,,840.0
2016-05-19,BUY,ITC,,208.0
2016-05-24,BUY,BKH,,158.0
2016-05-26,BUY,B,,272.0
2016-06-08,BUY,CDE,,31.0
2016-08-01,SELL,HRL,,204.0
2016-08-31,SELL,AG,,840.0
2016-08-31,BUY,AMH,,373.0
2016-09-22,SELL,BRKR,,323.0
2016-10-03,BUY,EXEL,,743.0
2016-10-05,SELL,B,,272.0
2016-10-05,SELL,CDE,,31.0
2016-10-06,SELL,DG,,133.0
2016-10-27,SELL,CPB,,146.0
2016-10-28,BUY,NVDA,,130.0
2016-11-04,BUY,GEN,,359.0
2016-11-07,BUY,BRSL,,332.0
2016-11-08,BUY,CWEI,,89.0
2016-11-11,SELL,BKH,,158.0
2016-11-29,BUY,DPZ,,57.0
2016-11-30,BUY,REN,,83.0
2016-12-14,BUY,FNSR,,4.0
2017-04-06,SELL,FNSR,,4.0
2017-05-02,SELL,BRSL,,332.0
2017-05-09,BUY,WNC,,505.0
2017-06-15,BUY,RACE,,125.0
2017-06-16,SELL,REN,,83.0
2017-06-16,BUY,SITE,,220.0
2017-06-29,SELL,AZO,,20.0
2017-07-06,SELL,ORLY,,114.0
2017-07-17,BUY,ISRG,,11.0
2017-07-19,BUY,SPGI,,76.0
2017-08-01,BUY,FIZZ,,112.0
2017-08-07,BUY,WGHTQ,,65.0
2018-01-16,SELL,VRE,,2.0
2018-02-15,BUY,EC,,72.0
2018-03-20,SELL,FIZZ,,112.0
2018-04-02,SELL,EXEL,,743.0
2018-04-20,BUY,GMED,,263.0
2018-05-02,BUY,VIRT,,371.0
2018-05-14,SELL,GEN,,359.0
2018-06-14,BUY,ABMD,,18.0
2018-07-30,SELL,VIRT,,371.0
2018-07-31,SELL,TAL,,1086.0
2018-08-01,SELL,TSN,,140.0
2018-08-03,SELL,CBOE,,140.0
2018-08-13,SELL,WNC,,505.0
2018-08-16,SELL,WGHTQ,,65.0
2018-08-29,BUY,TNDM,,337.0
2018-08-30,BUY,AMED,,112.0
2018-08-31,BUY,WWE,,160.0
2018-09-05,BUY,IIN,,181.0
2018-09-06,SELL,EDU,,277.0
2018-09-13,BUY,FNKO,,560.0
2018-09-18,BUY,EPAY,,201.0
2018-10-03,SELL,TNDM,,337.0
2018-10-08,BUY,WCG,,41.0
2018-10-10,SELL,FBIN,,1.0
2018-10-10,SELL,GMED,,263.0
2018-10-11,SELL,IIN,,181.0
2018-10-12,SELL,SITE,,220.0
2018-10-25,SELL,NVDA,,130.0
2018-10-30,SELL,WWE,,160.0
2018-11-02,BUY,REGI,,385.0
2018-11-09,BUY,TNDM,,309.0
2018-11-12,SELL,FNKO,,560.0
2018-11-12,BUY,LLY,,105.0
2018-11-13,BUY,PFE,,263.0
2018-11-14,BUY,AVAV,,120.0
2018-11-15,SELL,ABMD,,18.0
2018-11-21,SELL,EPAY,,201.0
2018-11-21,SELL,EC,,72.0
2018-11-27,BUY,MKC,,78.0
2018-11-30,BUY,CABO,,13.0
2018-12-10,SELL,CLGX,,245.0
2018-12-10,SELL,AVAV,,120.0
2018-12-14,SELL,RACE,,125.0
2018-12-14,BUY,MZTI,,61.0
2018-12-19,BUY,HELE,,80.0
2018-12-26,SELL,WCG,,41.0
2018-12-26,BUY,IDTI,,215.0
2018-12-27,BUY,ESL,,89.0
2019-01-11,BUY,SAVEQ,,184.0
2019-01-14,BUY,BALL,,232.0
2019-01-17,BUY,TRCO,,202.0
2019-01-29,BUY,AU,,11.0
2019-04-29,BUY,SEE,,264.0
2019-04-30,SELL,REGI,,385.0
2019-05-09,SELL,PFE,,263.0
2019-05-15,BUY,ZNGA,,2005.0
2019-05-31,BUY,FICO,,40.0
2019-06-10,SELL,MZTI,,61.0
2019-06-11,BUY,BLD,,150.0
2019-06-13,SELL,HELE,,80.0
2019-07-05,SELL,SAVEQ,,184.0
2019-07-11,BUY,ERIE,,47.0
2019-07-16,BUY,SHOP,,34.0
2019-08-06,BUY,PRO,,7.0
2019-09-30,SELL,ERIE,,47.0
2019-10-17,SELL,SEE,,264.0
2019-10-29,SELL,PRO,,7.0
2019-10-30,BUY,AWR,,137.0
2019-11-01,BUY,AQN,,938.0
2019-11-18,BUY,RH,,23.0
2019-11-29,BUY,GNRC,,3.0
2020-03-06,SELL,RH,,23.0
2020-03-10,SELL,CBRL,,51.0
2020-03-12,SELL,BLD,,150.0
2020-03-13,SELL,AU,,11.0
2020-03-13,SELL,TNDM,,309.0
2020-03-13,SELL,SHOP,,34.0
2020-03-13,SELL,FICO,,40.0
2020-03-17,SELL,MKC,,78.0
2020-03-17,SELL,AWR,,137.0
2020-03-17,SELL,CABO,,13.0
2020-03-17,SELL,TJX,,292.0
2020-03-17,SELL,HD,,83.0
2020-03-17,SELL,AMED,,112.0
2020-03-17,SELL,LOW,,134.0
2020-03-17,SELL,ISRG,,33.0
2020-03-17,SELL,MCD,,62.0
2020-03-17,SELL,AQN,,938.0
2020-03-19,SELL,SPGI,,76.0
2020-03-23,SELL,AMH,,373.0
2020-03-23,SELL,BALL,,232.0
2020-03-24,SELL,ATO,,126.0
2020-03-24,SELL,GNRC,,3.0
2020-04-07,BUY,REGN,,22.0
2020-04-09,BUY,BILI,,431.0
2020-04-14,BUY,TSLA,,17.0
2020-04-15,BUY,TDOC,,72.0
2020-04-16,BUY,FIT,,1694.0
2020-04-17,BUY,CCOI,,127.0
2020-04-20,BUY,ZM,,77.0
2020-04-21,BUY,CODX,,797.0
2020-04-22,BUY,AXSM,,172.0
2020-04-23,BUY,EVBG,,95.0
2020-04-24,BUY,EHTH,,92.0
2020-04-27,BUY,SE,,214.0
2020-04-28,BUY,DXCM,,35.0
2020-04-29,BUY,XLRN,,122.0
2020-04-30,BUY,QDEL,,82.0
2020-05-01,BUY,VXRT,,4214.0
2020-05-04,BUY,AUPH,,717.0
2020-05-05,BUY,CCXI1,,211.0
2020-05-06,BUY,GOTU,,294.0
2020-05-07,BUY,ARVN,,225.0
2020-05-08,BUY,LMNX1,,15.0
2020-05-11,BUY,NVAX,,4.0
2020-05-22,SELL,GOTU,,294.0
2020-06-01,SELL,ARVN,,225.0
2020-06-08,SELL,CODX,,797.0
2020-06-24,BUY,DKNG,,349.0
2020-06-29,SELL,EHTH,,92.0
2020-07-01,BUY,FVRR,,192.0
2020-07-09,BUY,DOCU,,42.0
2020-07-28,SELL,VXRT,,4214.0
2020-07-30,BUY,WKHS,,946.0
2020-08-13,SELL,NVAX,,4.0
2020-08-27,BUY,LVGO,,120.0
2020-08-28,SELL,QDEL,,82.0
2020-08-28,SELL,LMNX1,,15.0
2020-09-08,SELL,AXSM,,172.0
2020-09-09,SELL,TSLA,,85.0
2020-09-15,BUY,APPS,,638.0
2020-09-21,SELL,CCOI,,127.0
2020-09-30,BUY,AGNT,,409.0
2020-10-01,BUY,RUN,,223.0
2020-10-08,BUY,SAIL1,,385.0
2020-10-09,BUY,NIO,,551.0
2020-10-19,SELL,DKNG,,349.0
2020-10-21,SELL,WKHS,,946.0
2020-10-21,BUY,ALTO,,1455.0
2020-10-22,SELL,AUPH,,717.0
2020-10-23,SELL,CCXI1,,211.0
2020-10-27,SELL,AGNT,,409.0
2020-10-28,SELL,ALTO,,1455.0
2020-10-28,SELL,RUN,,223.0
2020-10-29,SELL,EVBG,,95.0
2020-11-02,SELL,APPS,,638.0
2020-11-03,SELL,DXCM,,35.0
2020-11-11,SELL,ZM,,77.0
2020-11-11,SELL,TDOC,,72.0
2020-11-18,BUY,FDX,,58.0
2020-11-20,BUY,PACB,,1096.0
2020-11-23,BUY,DAR,,359.0
2020-11-24,BUY,SNAP,,382.0
2020-11-27,BUY,AGNT,,330.0
2020-11-30,BUY,GNRC,,79.0
2020-12-01,BUY,LOB,,420.0
2020-12-02,BUY,MRTX,,73.0
2020-12-03,BUY,FRHC,,440.0
2020-12-04,BUY,LPRO,,647.0
2020-12-14,BUY,PWR,,109.0
2020-12-15,BUY,KURA,,1.0
2020-12-16,BUY,PLUG,,1.0
2021-02-19,SELL,PLUG,,1.0
2021-02-23,SELL,REGN,,22.0
2021-02-25,SELL,PACB,,1096.0
2021-02-26,SELL,KURA,,1.0
2021-03-02,BUY,SICPQ,,164.0
2021-03-03,SELL,NIO,,551.0
2021-03-04,SELL,AGNT,,660.0
2021-03-05,SELL,FVRR,,192.0
2021-03-09,SELL,BILI,,431.0
2021-03-23,BUY,CTRN,,245.0
2021-03-25,BUY,TPR,,517.0
2021-03-29,SELL,MRTX,,73.0
2021-03-29,BUY,WAL,,224.0
2021-03-30,BUY,ATKR,,309.0
2021-04-05,BUY,DEN,,439.0
2021-04-06,BUY,SM,,1295.0
2021-04-07,BUY,TPL,,14.0
2021-04-09,BUY,DBRG,,3331.0
