Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2007-11-13,SELL,TBSIQ,,118.0
2007-11-13,SELL,DRYS,,70.0
2007-11-30,BUY,MTL,,57.0
2007-12-05,BUY,TELFY,,46.0
2007-12-11,BUY,IHS2,,71.0
2007-12-12,SELL,NRG,,111.0
2007-12-12,BUY,MON2,,46.0
2007-12-13,BUY,SIGM,,73.0
2007-12-14,BUY,BMRN,,165.0
2007-12-17,BUY,KUST,,637.0
2008-01-04,SELL,GLBL1,,133.0
2008-01-07,SELL,ATI,,58.0
2008-01-08,SELL,SIGM,,73.0
2008-01-10,SELL,HAS,,146.0
2008-01-15,BUY,CVD,,49.0
2008-01-18,SELL,GEN1,,179.0
2008-01-18,SELL,BFH,,67.0
2008-01-18,SELL,LECO,,65.0
2008-01-18,SELL,MTW,,178.0
2008-01-18,SELL,BIDU,,12.0
2008-02-06,BUY,PRGO,,130.0
2008-02-07,SELL,CXW,,160.0
2008-02-07,BUY,MEE,,114.0
2008-02-08,BUY,MOS,,46.0
2008-02-11,BUY,INCY,,371.0
2008-02-12,BUY,AUXL,,134.0
2008-02-13,BUY,GOLD1,,97.0
2008-02-21,BUY,FRFHF,,15.0
2008-02-22,BUY,CMO,,255.0
2008-02-25,BUY,GLDN1,,44.0
2008-02-26,BUY,KGC,,135.0
2008-02-27,BUY,CSIQ,,1.0
2008-03-07,SELL,CMO,,255.0
2008-03-11,SELL,INCY,,371.0
2008-03-14,BUY,CMP,,74.0
2008-03-24,SELL,AUXL,,134.0
2008-04-09,BUY,WLTGQ,,67.0
2008-04-11,BUY,XEC,,78.0
2008-04-15,BUY,SID,,1.0
2008-04-23,BUY,KCG1,,1.0
2008-04-30,SELL,KGC,,135.0
2008-04-30,SELL,EPC,,49.0
2008-05-29,SELL,TELFY,,46.0
2008-06-02,BUY,MMR,,160.0
2008-06-03,BUY,JRCCQ,,125.0
2008-06-04,SELL,IHS2,,71.0
2008-06-13,SELL,GOLD1,,97.0
2008-06-30,BUY,UNTCQ,,64.0
2008-07-03,SELL,CSIQ,,1.0
2008-07-07,SELL,MMR,,160.0
2008-07-07,SELL,BMRN,,165.0
2008-07-07,BUY,PCXCQ,,39.0
2008-07-08,SELL,CVD,,49.0
2008-07-09,SELL,JRCCQ,,125.0
2008-07-16,BUY,ANRZQ,,51.0
2008-07-21,SELL,MIR2,,102.0
2008-07-21,SELL,MTL,,171.0
2008-07-24,SELL,MEE,,114.0
2008-08-05,SELL,MOS,,46.0
2008-08-05,SELL,XEC,,78.0
2008-08-05,SELL,KUST,,637.0
2008-08-05,BUY,SPSX,,98.0
2008-08-06,BUY,DRS1,,55.0
2008-08-07,BUY,EW,,69.0
2008-08-08,SELL,SID,,1.0
2008-08-08,BUY,IPHS,,118.0
2008-08-12,SELL,FRFHF,,15.0
2008-08-22,BUY,FSYS,,79.0
2008-08-25,BUY,BUD1,,65.0
2008-08-26,BUY,MYGN,,67.0
2008-08-27,BUY,SQNM,,196.0
2008-09-04,SELL,CMP,,74.0
2008-09-04,SELL,PCXCQ,,39.0
2008-09-05,SELL,MA,,41.0
2008-09-05,SELL,WLTGQ,,67.0
2008-09-05,BUY,IKN,,239.0
2008-09-08,BUY,THOR1,,159.0
2008-09-09,SELL,UNTCQ,,64.0
2008-09-09,BUY,UTHR,,36.0
2008-09-10,SELL,CF,,136.0
2008-09-10,SELL,MON2,,46.0
2008-09-10,SELL,ANRZQ,,51.0
2008-09-10,BUY,OCR,,122.0
2008-09-12,BUY,VAR,,62.0
2008-09-16,SELL,T,,1.0
2008-09-18,SELL,IPHS,,118.0
2008-09-23,BUY,GAS1,,81.0
2008-09-30,SELL,FSYS,,79.0
2008-10-06,BUY,LDG,,51.0
2008-10-07,BUY,VRX1,,200.0
2008-10-08,BUY,UB,,50.0
2008-10-09,SELL,SQNM,,196.0
2008-10-09,SELL,KCG1,,1.0
2008-10-09,BUY,IMCL,,54.0
2008-10-13,SELL,VAR,,62.0
2008-10-13,BUY,PB,,105.0
2008-10-14,BUY,BWLD,,96.0
2008-10-15,BUY,FDRY,,215.0
2008-10-17,BUY,PHLY,,63.0
2008-10-20,BUY,ATML,,936.0
2008-10-21,BUY,APOL,,60.0
2008-10-24,SELL,OCR,,122.0
2008-10-27,SELL,PRGO,,130.0
2008-10-29,SELL,BWLD,,96.0
2008-10-29,SELL,THOR1,,159.0
2008-10-29,SELL,UTHR,,36.0
2008-11-18,BUY,BRL,,55.0
2008-11-26,SELL,ATML,,936.0
2008-12-15,BUY,AMGN,,60.0
2008-12-16,BUY,THOR1,,123.0
2008-12-17,BUY,ALO1,,98.0
2008-12-18,BUY,CBST,,146.0
2008-12-19,BUY,CRI,,181.0
2008-12-24,SELL,GAS1,,81.0
2009-01-13,SELL,PB,,105.0
2009-01-21,BUY,LCC,,465.0
2009-01-22,BUY,JBLU,,562.0
2009-01-23,BUY,IDCC,,115.0
2009-01-26,BUY,SMG,,106.0
2009-01-27,BUY,MNST,,105.0
2009-01-28,BUY,RGLD,,75.0
2009-01-29,BUY,FRFHF,,10.0
2009-01-30,BUY,ORLY,,116.0
2009-02-02,BUY,DLTR,,81.0
2009-02-03,BUY,AVAV,,94.0
2009-02-04,BUY,ATHN1,,94.0
2009-02-05,SELL,LCC,,465.0
2009-02-05,BUY,GMCR,,86.0
2009-02-06,BUY,FNF,,195.0
2009-02-09,BUY,AGP,,119.0
2009-02-13,BUY,ESINQ,,28.0
2009-02-17,BUY,ALK,,122.0
2009-02-19,SELL,CBST,,146.0
2009-02-20,SELL,JBLU,,562.0
2009-02-20,BUY,MBOT,,1559.0
2009-03-02,SELL,ATHN1,,94.0
2009-03-03,SELL,THOR1,,123.0
2009-03-03,SELL,ALK,,122.0
2009-03-04,SELL,VRX1,,200.0
2009-03-04,SELL,IDCC,,115.0
2009-03-05,SELL,FRFHF,,10.0
2009-03-10,BUY,NFLX,,77.0
2009-03-11,SELL,AVAV,,94.0
2009-03-23,BUY,CVTX,,156.0
2009-03-24,BUY,AU,,84.0
2009-04-01,BUY,PRDO,,135.0
2009-04-02,BUY,AZO,,19.0
2009-04-03,BUY,BKNG,,37.0
2009-04-06,BUY,IAG,,399.0
2009-04-07,BUY,ADM,,57.0
2009-04-08,BUY,VTRS,,9.0
2009-04-13,SELL,APOL,,60.0
2009-04-14,BUY,SGP1,,138.0
2009-05-08,SELL,MYGN,,134.0
2009-05-08,SELL,FNF,,195.0
2009-05-13,BUY,TIVO,,155.0
2009-06-03,BUY,SNDA1,,56.0
2009-06-09,SELL,AMGN,,60.0
2009-06-10,BUY,PALM,,266.0
2009-06-11,BUY,STRZA,,226.0
2009-06-18,SELL,MNST,,105.0
2009-07-10,BUY,STEC1,,135.0
2009-07-21,SELL,RGLD,,75.0
2009-07-21,BUY,BIDU,,1.0
2009-07-31,SELL,AGP,,119.0
2009-08-06,SELL,ESINQ,,28.0
2009-08-12,SELL,MBOT,,1559.0
2009-08-20,BUY,ASH,,107.0
2009-09-01,BUY,DTGF,,184.0
2009-09-08,BUY,PWRD1,,106.0
2009-09-14,BUY,FUQI,,33.0
2009-09-22,SELL,STEC1,,135.0
2009-09-23,SELL,AZO,,19.0
2009-10-22,BUY,VECO,,155.0
2009-10-23,BUY,SAN,,168.0
2009-10-28,SELL,FUQI,,33.0
2009-10-29,SELL,SNDA1,,56.0
2009-11-02,SELL,DTGF,,184.0
2009-11-02,SELL,PALM,,266.0
2009-11-30,BUY,MATV,,64.0
2009-12-01,BUY,TUPBQ,,84.0
2009-12-03,BUY,MCK,,64.0
2009-12-04,BUY,PRGO,,40.0
2009-12-18,BUY,VMED,,1.0
2010-01-26,SELL,IAG,,399.0
2010-02-12,SELL,MATV,,64.0
2010-02-26,BUY,EL,,69.0
2010-03-02,SELL,PWRD1,,106.0
2010-03-17,BUY,LNCR,,105.0
2010-04-01,BUY,WOLF2,,44.0
2010-04-19,SELL,SAN,,168.0
2010-05-19,BUY,IPXL,,119.0
2010-05-20,SELL,BKNG,,37.0
2010-05-25,SELL,TUPBQ,,84.0
2010-05-26,SELL,VECO,,155.0
2010-06-08,SELL,GMCR,,387.0
2010-06-22,BUY,APKT,,158.0
2010-06-25,BUY,TSN,,252.0
2010-06-28,SELL,PRDO,,135.0
2010-06-28,BUY,VCI,,131.0
2010-07-07,SELL,ASH,,107.0
2010-07-09,BUY,IDC,,132.0
2010-07-29,BUY,CRUS,,233.0
2010-08-11,SELL,CRI,,181.0
2010-08-13,BUY,AZO,,21.0
2010-08-16,SELL,WOLF2,,44.0
2010-08-18,SELL,EL,,69.0
2010-08-27,SELL,LNCR,,157.5
2010-09-13,BUY,VRX1,,71.0
2010-09-14,BUY,PWER1,,406.0
2010-09-16,BUY,ISLN,,193.0
2010-09-20,BUY,VMW,,54.0
2010-10-12,BUY,BHC,,178.0
2010-10-22,SELL,CRUS,,233.0
2010-11-08,SELL,IPXL,,119.0
2010-11-10,BUY,ENDPQ,,137.0
2010-11-23,BUY,LYB,,174.0
2010-12-09,BUY,SQM,,18.0
2010-12-15,SELL,TSN,,252.0
2010-12-16,SELL,VCI,,131.0
2011-01-18,BUY,ALXN,,69.0
2011-01-19,BUY,ATML,,413.0
2011-02-04,BUY,FOSL,,50.0
2011-03-01,SELL,PWER1,,406.0
2011-03-11,SELL,VMW,,54.0
2011-03-18,SELL,ATML,,413.0
2011-03-31,BUY,SM,,83.0
2011-04-12,BUY,JAZZ,,183.0
2011-04-19,BUY,ST,,7.0
2011-05-03,SELL,TIVO,,155.0
2011-06-03,BUY,DTGF,,77.0
2011-07-28,SELL,APKT,,158.0
2011-08-08,SELL,BHC,,178.0
2011-08-09,SELL,FOSL,,50.0
2011-08-09,SELL,EW,,138.0
2011-08-09,SELL,ADM,,57.0
2011-08-09,SELL,SMG,,106.0
2011-08-09,SELL,VMED,,1.0
2011-08-09,SELL,LYB,,174.0
2011-08-11,SELL,VTRS,,9.0
2011-08-22,SELL,NFLX,,77.0
2011-08-22,SELL,ENDPQ,,137.0
2011-08-23,SELL,STRZA,,226.0
2011-08-29,BUY,DPZ,,205.0
2011-09-08,BUY,QCOR,,185.0
2011-09-09,BUY,RGLD,,69.0
2011-09-12,BUY,GOLD1,,50.0
2011-09-13,BUY,VRUS1,,72.0
2011-09-14,BUY,MNST,,63.0
2011-09-15,BUY,PSMT,,78.0
2011-09-16,BUY,MCD,,64.0
2011-09-19,BUY,DMND,,65.0
2011-09-22,BUY,CEPH,,70.0
2011-09-23,BUY,DPL,,185.0
2011-09-26,BUY,CROX,,201.0
2011-09-29,SELL,DTGF,,77.0
2011-09-30,SELL,BIDU,,10.0
2011-10-03,SELL,ST,,7.0
2011-10-04,SELL,SQM,,18.0
2011-10-04,SELL,SM,,83.0
2011-10-19,SELL,CROX,,201.0
2011-10-26,SELL,DMND,,65.0
2011-10-31,BUY,SUG,,133.0
2011-11-01,BUY,GR,,45.0
2011-11-02,BUY,MMI1,,143.0
2011-11-03,BUY,BMRN,,173.0
2011-11-04,BUY,VFC,,40.0
2011-11-18,BUY,NLC,,126.0
2011-12-16,BUY,TJX,,91.0
2011-12-19,BUY,NSR1,,141.0
2012-01-12,BUY,INHX,,1.0
2012-02-01,BUY,DG,,141.0
2012-03-02,SELL,RGLD,,69.0
2012-03-02,BUY,PAA,,46.0
2012-03-08,SELL,PSMT,,78.0
2012-04-05,SELL,GOLD1,,50.0
2012-04-05,SELL,AU,,84.0
2012-04-11,BUY,PIRRQ,,353.0
2012-04-12,BUY,VAL1,,129.0
2012-04-13,BUY,EC,,101.0
2012-04-26,SELL,MMI1,,143.0
2012-05-08,BUY,HD,,126.0
2012-05-09,BUY,EQIX,,22.0
2012-05-10,BUY,CPWM,,3.0
2012-05-29,BUY,LCC,,1.0
2012-06-04,SELL,DPZ,,205.0
2012-06-12,SELL,NSR1,,141.0
2012-07-17,BUY,PCYC,,123.0
2012-07-18,BUY,HAIN,,68.0
2012-07-26,SELL,QCOR,,185.0
2012-08-08,SELL,LCC,,1.0
2012-08-13,SELL,MNST,,126.0
2012-08-15,BUY,SBAC,,106.0
2012-08-27,BUY,ELLI,,256.0
2012-09-10,BUY,DK,,252.0
2012-09-11,BUY,NSM,,18.0
2012-09-13,BUY,CDMO,,5.0
2012-09-25,SELL,CDMO,,5.0
2012-10-03,SELL,EC,,101.0
2012-10-19,SELL,DLTR,,243.0
2012-10-25,BUY,ONIT,,170.0
2012-11-06,BUY,WAC,,152.0
2012-11-08,SELL,PCYC,,123.0
2012-11-14,SELL,NSM,,18.0
2012-11-23,BUY,VMED,,192.0
2012-12-11,BUY,WHR,,26.0
2012-12-17,BUY,BAX,,1.0
2013-01-10,SELL,HAIN,,68.0
2013-02-01,SELL,ELLI,,256.0
2013-02-12,BUY,CPAY,,106.0
2013-03-06,BUY,EV1,,51.0
2013-03-20,SELL,WAC,,152.0
2013-04-22,BUY,MSGN,,95.0
2013-04-23,SELL,ONIT,,170.0
2013-05-23,BUY,OHI,,171.0
2013-07-02,SELL,DK,,252.0
2013-07-24,BUY,NXST,,217.0
2013-08-02,BUY,CBOE,,156.0
2013-10-10,SELL,MSGN,,95.0
2013-11-08,SELL,EQIX,,22.0
2013-11-11,BUY,GHC,,12.0
2013-11-12,SELL,OHI,,171.0
2013-12-11,BUY,OA,,71.0
2013-12-13,BUY,GIVN,,2.0
2014-01-24,SELL,CBOE,,156.0
2014-02-26,BUY,WWE,,341.0
2014-03-12,SELL,NXST,,217.0
2014-04-08,SELL,PIRRQ,,353.0
2014-04-11,SELL,WWE,,341.0
2014-04-11,BUY,GLOG,,359.0
2014-04-14,SELL,BMRN,,173.0
2014-04-14,BUY,CAR,,183.0
2014-05-09,BUY,TRGP,,84.0
2014-05-14,BUY,HP,,51.0
2014-05-15,BUY,CNQ,,1.0
2014-10-01,SELL,GLOG,,359.0
2014-10-14,SELL,HP,,51.0
2014-10-14,SELL,CAR,,183.0
2014-10-15,SELL,CNQ,,1.0
2014-10-31,BUY,MDVN,,100.0
2014-11-06,SELL,OA,,71.0
2014-11-13,BUY,CNQR,,81.0
2014-11-14,BUY,PANW,,76.0
2014-11-17,BUY,CENX,,2.0
2014-12-02,SELL,TRGP,,84.0
2014-12-19,BUY,LOW,,160.0
2015-01-05,BUY,CBRL,,60.0
2015-01-15,SELL,CENX,,2.0
2015-01-22,BUY,TPST,,4.0
2015-02-18,BUY,KR,,2.0
2015-04-01,SELL,TPST,,4.0
2015-05-04,BUY,COR,,5.0
2015-07-02,SELL,PAA,,92.0
2015-07-02,SELL,BAX,,1.0
2015-07-02,SELL,GHC,,12.0
2015-08-04,BUY,ADPTQ,,103.0
2015-08-05,BUY,SKX,,38.0
2015-08-06,BUY,EGRX,,1.0
2015-08-21,SELL,MDVN,,100.0
2015-08-21,SELL,EGRX,,1.0
2015-09-23,BUY,PRE1,,68.0
2015-09-24,BUY,THOR1,,1.0
2015-09-28,SELL,JAZZ,,183.0
2015-09-29,SELL,WHR,,26.0
2015-10-01,SELL,ADPTQ,,103.0
2015-10-22,SELL,COR,,5.0
2015-10-26,SELL,SKX,,114.0
2015-10-28,BUY,UHAL,,26.0
2015-10-29,BUY,AIZ,,132.0
2015-11-02,BUY,ACGL,,144.0
2015-11-20,BUY,VRE,,387.0
2015-11-23,BUY,XXII,,4.0
2015-11-30,BUY,ATVI,,1.0
2016-01-05,SELL,PRGO,,40.0
2016-01-07,SELL,EV1,,51.0
2016-01-08,SELL,XXII,,4.0
2016-01-12,SELL,MCK,,64.0
2016-01-20,SELL,VFC,,160.0
2016-01-21,SELL,SBAC,,106.0
2016-02-02,SELL,ALXN,,138.0
2016-02-05,BUY,TAL,,205.0
2016-02-08,SELL,PANW,,76.0
2016-02-09,BUY,HRL,,115.0
2016-02-10,SELL,CPAY,,106.0
2016-02-10,BUY,DLR,,122.0
2016-02-12,BUY,TSN,,157.0
2016-02-22,BUY,HPY,,106.0
2016-02-23,BUY,EDU,,311.0
2016-03-04,BUY,HMIN,,289.0
2016-03-10,BUY,ATO,,139.0
2016-03-14,BUY,ACC,,1.0
2016-04-21,SELL,UHAL,,26.0
2016-04-22,SELL,AIZ,,132.0
2016-04-26,SELL,ACGL,,144.0
2016-05-09,BUY,CPB,,168.0
2016-05-17,BUY,AG,,965.0
2016-05-23,BUY,B,,582.0
2016-05-24,BUY,BKH,,181.0
2016-05-26,BUY,CDE,,1395.0
2016-06-08,BUY,AWK,,97.0
2016-08-01,SELL,HRL,,230.0
2016-08-31,SELL,AG,,965.0
2016-08-31,BUY,AMH,,433.0
2016-09-29,SELL,KR,,4.0
2016-10-03,BUY,EXEL,,871.0
2016-10-05,SELL,B,,582.0
2016-10-05,SELL,CDE,,1395.0
2016-10-06,SELL,DG,,141.0
2016-10-27,SELL,CPB,,168.0
2016-10-31,BUY,NVDA,,152.0
2016-11-04,BUY,GEN,,415.0
2016-11-07,BUY,BRSL,,384.0
2016-11-08,BUY,CWEI,,103.0
2016-11-11,SELL,BKH,,181.0
2016-11-28,SELL,AWK,,97.0
2016-11-29,BUY,DPZ,,66.0
2016-12-14,BUY,FNSR,,275.0
2016-12-29,BUY,CFG,,6.0
2017-04-06,SELL,FNSR,,275.0
2017-05-02,SELL,BRSL,,384.0
2017-05-09,BUY,WNC,,582.0
2017-06-15,BUY,RACE,,145.0
2017-06-16,BUY,SITE,,254.0
2017-06-22,SELL,CFG,,6.0
2017-06-29,SELL,AZO,,21.0
2017-07-06,SELL,ORLY,,116.0
2017-07-17,BUY,ISRG,,13.0
2017-07-25,BUY,HRC,,157.0
2017-08-01,BUY,FIZZ,,128.0
2017-08-07,BUY,WGHTQ,,42.0
2018-01-16,SELL,VRE,,387.0
2018-02-02,SELL,ACC,,1.0
2018-02-15,BUY,EC,,563.0
2018-03-07,BUY,NKTR,,2.0
2018-03-20,SELL,FIZZ,,128.0
2018-04-02,SELL,EXEL,,871.0
2018-04-20,BUY,GMED,,297.0
2018-05-02,BUY,VIRT,,418.0
2018-05-14,SELL,GEN,,415.0
2018-06-05,SELL,NKTR,,2.0
2018-06-14,BUY,ABMD,,24.0
2018-07-06,BUY,WWE,,5.0
2018-07-30,SELL,VIRT,,418.0
2018-07-31,SELL,TAL,,1230.0
2018-08-01,SELL,TSN,,157.0
2018-08-13,SELL,WNC,,582.0
2018-08-16,SELL,WGHTQ,,42.0
2018-08-29,BUY,TNDM,,388.0
2018-08-30,BUY,AMED,,129.0
2018-08-31,BUY,IIN,,219.0
2018-09-06,SELL,EDU,,311.0
2018-09-13,BUY,FNKO,,645.0
2018-09-18,BUY,EPAY,,231.0
2018-10-03,SELL,TNDM,,388.0
2018-10-05,SELL,IIN,,219.0
2018-10-08,BUY,WCG,,47.0
2018-10-10,SELL,GMED,,297.0
2018-10-12,SELL,SITE,,254.0
2018-10-25,SELL,NVDA,,152.0
2018-10-30,SELL,WWE,,5.0
2018-11-02,BUY,REGI,,447.0
2018-11-06,BUY,TNDM,,367.0
2018-11-09,BUY,IDTI,,302.0
2018-11-12,SELL,FNKO,,645.0
2018-11-12,SELL,ATVI,,1.0
2018-11-13,BUY,LLY,,119.0
2018-11-15,SELL,ABMD,,24.0
2018-11-21,SELL,EC,,563.0
2018-11-21,SELL,EPAY,,231.0
2018-11-27,BUY,MKC,,91.0
2018-11-30,BUY,CABO,,15.0
2018-12-14,SELL,RACE,,145.0
2018-12-14,BUY,MZTI,,72.0
2018-12-17,BUY,AEE,,189.0
2018-12-19,BUY,HELE,,95.0
2018-12-26,SELL,WCG,,47.0
2018-12-26,BUY,ESL,,101.0
2018-12-27,BUY,SAVEQ,,220.0
2019-01-17,BUY,TRCO,,208.0
2019-01-29,BUY,AU,,14.0
2019-04-29,BUY,SEE,,311.0
2019-04-30,SELL,REGI,,447.0
2019-05-15,BUY,ZNGA,,2349.0
2019-05-31,BUY,FICO,,36.0
2019-06-10,SELL,MZTI,,72.0
2019-06-13,SELL,HELE,,95.0
2019-06-20,SELL,SAVEQ,,220.0
2019-07-11,BUY,ERIE,,55.0
2019-07-16,BUY,SHOP,,45.0
2019-07-23,BUY,PRO,,98.0
2019-09-30,SELL,ERIE,,55.0
2019-10-17,SELL,SEE,,311.0
2019-10-29,SELL,PRO,,98.0
2019-10-30,BUY,AWR,,157.0
2019-11-01,BUY,AQN,,1079.0
2019-11-18,BUY,RH,,50.0
2019-11-29,BUY,GNRC,,1.0
2020-03-06,SELL,RH,,50.0
2020-03-10,SELL,CBRL,,60.0
2020-03-13,SELL,TNDM,,367.0
2020-03-13,SELL,SHOP,,45.0
2020-03-13,SELL,FICO,,36.0
2020-03-13,SELL,AU,,14.0
2020-03-17,SELL,AWR,,157.0
2020-03-17,SELL,TJX,,364.0
2020-03-17,SELL,HD,,126.0
2020-03-17,SELL,LOW,,160.0
2020-03-17,SELL,AQN,,1079.0
2020-03-17,SELL,ISRG,,39.0
2020-03-17,SELL,AMED,,129.0
2020-03-17,SELL,MKC,,91.0
2020-03-17,SELL,MCD,,64.0
2020-03-17,SELL,CABO,,15.0
2020-03-23,SELL,AMH,,433.0
2020-03-23,SELL,HRC,,157.0
2020-03-24,SELL,ATO,,139.0
2020-03-24,SELL,GNRC,,1.0
2020-04-07,BUY,REGN,,26.0
2020-04-09,BUY,BILI,,512.0
2020-04-15,BUY,TDOC,,86.0
2020-04-16,BUY,FIT,,2004.0
2020-04-17,BUY,CCOI,,150.0
2020-04-20,BUY,ZM,,91.0
2020-04-21,BUY,CODX,,941.0
2020-04-22,BUY,AXSM,,204.0
2020-04-23,BUY,EVBG,,113.0
2020-04-24,BUY,EHTH,,109.0
2020-04-27,BUY,SE,,254.0
2020-04-28,BUY,DXCM,,41.0
2020-04-29,BUY,XLRN,,145.0
2020-04-30,BUY,QDEL,,97.0
2020-05-01,BUY,VXRT,,4976.0
2020-05-04,BUY,AUPH,,849.0
2020-05-05,BUY,CCXI1,,249.0
2020-05-06,BUY,GOTU,,328.0
2020-05-18,BUY,RCUS,,2.0
2020-05-19,BUY,PLUR,,1.0
2020-05-22,SELL,GOTU,,328.0
2020-06-08,SELL,CODX,,941.0
2020-06-24,SELL,RCUS,,2.0
2020-06-24,BUY,NVAX,,224.0
2020-06-29,SELL,EHTH,,109.0
2020-07-09,BUY,DOCU,,85.0
2020-07-27,BUY,NAK,,43.0
2020-07-28,SELL,VXRT,,4976.0
2020-07-30,BUY,WKHS,,1134.0
2020-08-13,SELL,NVAX,,224.0
2020-08-25,SELL,NAK,,43.0
2020-08-27,BUY,LVGO,,137.0
2020-08-28,SELL,QDEL,,97.0
2020-09-08,SELL,AXSM,,204.0
2020-09-15,BUY,APPS,,725.0
2020-09-21,SELL,CCOI,,150.0
2020-09-25,BUY,FVRR,,148.0
2020-09-30,BUY,AGNT,,462.0
2020-10-08,BUY,RUN,,259.0
2020-10-21,SELL,WKHS,,1134.0
2020-10-21,BUY,ALTO,,1022.0
2020-10-22,SELL,AUPH,,849.0
2020-10-23,SELL,CCXI1,,249.0
2020-10-27,SELL,AGNT,,462.0
2020-10-28,SELL,ALTO,,1022.0
2020-10-29,SELL,EVBG,,113.0
2020-11-02,SELL,APPS,,725.0
2020-11-03,SELL,DXCM,,41.0
2020-11-11,SELL,TDOC,,86.0
2020-11-11,SELL,ZM,,91.0
2020-11-20,BUY,NIO,,384.0
2020-11-23,BUY,FDX,,68.0
2020-11-24,BUY,PACB,,1281.0
2020-11-27,BUY,AGNT,,366.0
2020-11-30,BUY,GNRC,,87.0
2020-12-01,BUY,LOB,,464.0
2020-12-03,BUY,FRHC,,485.0
2020-12-04,BUY,LPRO,,711.0
2020-12-10,SELL,PLUR,,1.0
2020-12-14,BUY,PWR,,279.0
2020-12-15,BUY,SWAV,,201.0
2020-12-16,BUY,DAR,,5.0
2021-01-29,BUY,SICPQ,,150.0
2021-02-19,SELL,RUN,,259.0
2021-02-23,SELL,REGN,,26.0
2021-02-25,SELL,PACB,,1281.0
2021-03-02,BUY,VCEL,,557.0
2021-03-03,SELL,NIO,,384.0
2021-03-04,SELL,AGNT,,732.0
2021-03-05,SELL,FVRR,,148.0
2021-03-05,SELL,SICPQ,,150.0
2021-03-08,SELL,SWAV,,201.0
2021-03-09,SELL,BILI,,512.0
2021-03-23,BUY,CTRN,,272.0
2021-03-25,BUY,TPR,,582.0
2021-03-29,BUY,WAL,,252.0
2021-04-05,BUY,DEN,,489.0
2021-04-06,BUY,SM,,1446.0
2021-04-07,BUY,TPL,,15.0
2021-04-08,BUY,SICPQ,,177.0
2021-04-09,BUY,DBRG,,3739.0
2021-04-12,BUY,DAC,,451.0
2021-04-26,SELL,SICPQ,,177.0
2021-05-13,SELL,DOCU,,85.0
2021-05-26,BUY,CHRD,,300.0
2021-06-15,BUY,COF,,134.0
2021-07-20,SELL,SM,,1446.0
