Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2007-11-13,SELL,TBSIQ,,117.0
2007-11-13,SELL,DRYS,,71.0
2007-11-30,BUY,MTL,,57.0
2007-12-05,BUY,TELFY,,46.0
2007-12-06,BUY,SIGM,,68.0
2007-12-11,BUY,IHS2,,71.0
2007-12-12,SELL,NRG,,111.0
2007-12-12,BUY,BIDU,,12.0
2007-12-13,BUY,BMRN,,172.0
2007-12-14,BUY,KUST,,821.0
2007-12-17,BUY,GLDN1,,47.0
2008-01-04,SELL,GLBL1,,135.0
2008-01-07,SELL,ATI,,58.0
2008-01-08,SELL,SIGM,,68.0
2008-01-10,SELL,HAS,,146.0
2008-01-15,BUY,CVD,,50.0
2008-01-18,SELL,GEN1,,179.0
2008-01-18,SELL,BFH,,67.0
2008-01-18,SELL,LECO,,65.0
2008-01-18,SELL,MTW,,178.0
2008-01-18,SELL,BIDU,,12.0
2008-02-06,BUY,PRGO,,131.0
2008-02-07,SELL,CXW,,160.0
2008-02-07,BUY,MEE,,115.0
2008-02-08,BUY,MOS,,47.0
2008-02-11,BUY,INCY,,376.0
2008-02-12,BUY,AUXL,,136.0
2008-02-13,BUY,GOLD1,,98.0
2008-02-21,BUY,FRFHF,,15.0
2008-02-22,BUY,CMO,,258.0
2008-02-25,BUY,PHRM,,67.0
2008-02-26,BUY,KGC,,123.0
2008-03-07,SELL,CMO,,258.0
2008-03-10,SELL,CELG,,56.0
2008-03-11,SELL,INCY,,376.0
2008-03-14,SELL,CNP,,2.0
2008-03-14,BUY,CMP,,75.0
2008-03-17,BUY,SID,,115.0
2008-03-24,SELL,AUXL,,136.0
2008-04-09,BUY,WLTGQ,,68.0
2008-04-10,BUY,XEC,,81.0
2008-04-11,BUY,EOG,,5.0
2008-04-15,BUY,SWN,,1.0
2008-04-16,BUY,THC,,2.0
2008-04-24,BUY,BPZRQ,,2.0
2008-04-30,SELL,KGC,,123.0
2008-04-30,SELL,EPC,,49.0
2008-05-29,SELL,TELFY,,46.0
2008-06-02,BUY,MMR,,163.0
2008-06-03,BUY,JRCCQ,,118.0
2008-06-04,SELL,IHS2,,71.0
2008-06-13,SELL,GOLD1,,98.0
2008-06-30,BUY,UNTCQ,,65.0
2008-07-07,SELL,MMR,,163.0
2008-07-07,SELL,BMRN,,172.0
2008-07-07,BUY,PCXCQ,,37.0
2008-07-08,SELL,CVD,,50.0
2008-07-09,SELL,JRCCQ,,118.0
2008-07-16,BUY,ANRZQ,,52.0
2008-07-21,SELL,MIR2,,102.0
2008-07-21,SELL,MTL,,171.0
2008-07-24,SELL,MEE,,115.0
2008-07-24,SELL,BPZRQ,,2.0
2008-07-24,SELL,SWN,,1.0
2008-07-30,SELL,EOG,,5.0
2008-08-05,SELL,XEC,,81.0
2008-08-05,SELL,MOS,,47.0
2008-08-05,SELL,KUST,,821.0
2008-08-06,BUY,SPSX,,98.0
2008-08-07,BUY,DRS1,,56.0
2008-08-08,SELL,SID,,115.0
2008-08-08,BUY,IPHS,,119.0
2008-08-12,SELL,FRFHF,,15.0
2008-08-22,BUY,FSYS,,80.0
2008-08-25,BUY,BUD1,,66.0
2008-08-26,BUY,MYGN,,68.0
2008-08-27,BUY,SQNM,,198.0
2008-08-28,BUY,IKN,,266.0
2008-08-29,BUY,WAB,,76.0
2008-09-02,BUY,SYNA,,129.0
2008-09-04,SELL,CMP,,75.0
2008-09-04,SELL,PCXCQ,,37.0
2008-09-05,SELL,MA,,41.0
2008-09-05,SELL,WLTGQ,,68.0
2008-09-05,BUY,THOR1,,157.0
2008-09-08,BUY,OCR,,136.0
2008-09-09,SELL,UNTCQ,,65.0
2008-09-09,BUY,UTHR,,37.0
2008-09-10,SELL,CF,,136.0
2008-09-10,SELL,ANRZQ,,52.0
2008-09-10,BUY,GCO,,111.0
2008-09-12,BUY,VAR,,62.0
2008-09-18,SELL,IPHS,,119.0
2008-09-23,BUY,GAS1,,81.0
2008-09-30,SELL,FSYS,,80.0
2008-10-06,SELL,THC,,2.0
2008-10-06,BUY,LDG,,51.0
2008-10-07,BUY,VRX1,,197.0
2008-10-08,SELL,GCO,,111.0
2008-10-08,SELL,SYNA,,129.0
2008-10-08,BUY,UB,,48.0
2008-10-09,SELL,SQNM,,198.0
2008-10-09,BUY,IMCL,,53.0
2008-10-10,SELL,WAB,,76.0
2008-10-13,SELL,VAR,,62.0
2008-10-13,BUY,PB,,102.0
2008-10-14,BUY,BWLD,,93.0
2008-10-15,BUY,FDRY,,208.0
2008-10-20,BUY,ATML,,910.0
2008-10-24,SELL,OCR,,136.0
2008-10-27,SELL,PRGO,,131.0
2008-10-29,SELL,THOR1,,157.0
2008-10-29,SELL,UTHR,,37.0
2008-10-29,SELL,BWLD,,93.0
2008-11-18,BUY,BRL,,52.0
2008-11-26,SELL,ATML,,910.0
2008-12-10,BUY,APOL,,46.0
2008-12-11,BUY,THOR1,,115.0
2008-12-12,BUY,DAL,,336.0
2008-12-15,BUY,AMGN,,58.0
2008-12-16,BUY,ALO1,,97.0
2008-12-17,BUY,LCC,,480.0
2008-12-18,BUY,CBST,,141.0
2008-12-19,BUY,CRI,,175.0
2008-12-24,SELL,GAS1,,81.0
2009-01-13,SELL,PB,,102.0
2009-01-21,BUY,ALK,,121.0
2009-01-22,BUY,JBLU,,538.0
2009-01-23,BUY,IDCC,,110.0
2009-01-26,BUY,SMG,,102.0
2009-01-27,BUY,MNST,,100.0
2009-01-28,SELL,DAL,,336.0
2009-01-28,BUY,RGLD,,71.0
2009-01-29,BUY,FRFHF,,10.0
2009-01-30,SELL,LCC,,480.0
2009-01-30,BUY,ORLY,,111.0
2009-02-02,BUY,DLTR,,78.0
2009-02-03,BUY,AVAV,,90.0
2009-02-04,BUY,ATHN1,,90.0
2009-02-05,BUY,GMCR,,82.0
2009-02-09,BUY,FNF,,178.0
2009-02-13,BUY,ESINQ,,27.0
2009-02-17,BUY,WTRG,,161.0
2009-02-19,SELL,CBST,,141.0
2009-02-20,SELL,JBLU,,538.0
2009-02-20,BUY,MBOT,,1487.0
2009-03-02,SELL,ATHN1,,90.0
2009-03-02,BUY,COCOQ,,150.0
2009-03-03,SELL,ALK,,121.0
2009-03-03,SELL,THOR1,,115.0
2009-03-04,SELL,VRX1,,197.0
2009-03-04,SELL,IDCC,,110.0
2009-03-04,BUY,PRDO,,122.0
2009-03-05,SELL,FRFHF,,10.0
2009-03-11,SELL,AVAV,,90.0
2009-03-23,BUY,CVTX,,149.0
2009-03-24,BUY,AU,,80.0
2009-04-01,BUY,SNDA1,,78.0
2009-04-02,BUY,AZO,,18.0
2009-04-03,BUY,BKNG,,35.0
2009-04-06,BUY,IAG,,383.0
2009-04-07,BUY,ADM,,105.0
2009-04-08,BUY,NFLX,,17.0
2009-04-13,SELL,APOL,,46.0
2009-04-13,BUY,VTRS,,2.0
2009-05-08,SELL,FNF,,178.0
2009-05-08,SELL,MYGN,,136.0
2009-05-13,BUY,TIVO,,148.0
2009-06-03,BUY,IQNT,,103.0
2009-06-09,SELL,AMGN,,58.0
2009-06-10,BUY,PALM,,256.0
2009-06-11,BUY,STRZA,,217.0
2009-06-18,SELL,MNST,,100.0
2009-07-10,BUY,STEC1,,128.0
2009-07-21,SELL,RGLD,,71.0
2009-07-21,BUY,BIDU,,9.0
2009-08-06,SELL,ESINQ,,27.0
2009-08-07,SELL,WTRG,,161.0
2009-08-12,SELL,MBOT,,1487.0
2009-08-20,SELL,COCOQ,,150.0
2009-08-20,BUY,ASH,,101.0
2009-09-08,BUY,DTGF,,165.0
2009-09-09,BUY,PWRD1,,96.0
2009-09-14,BUY,FUQI,,101.0
2009-09-18,SELL,IQNT,,103.0
2009-09-22,SELL,STEC1,,128.0
2009-09-22,BUY,CAR,,169.0
2009-09-23,SELL,AZO,,18.0
2009-10-20,BUY,JNY,,192.0
2009-10-22,BUY,VECO,,108.0
2009-10-23,BUY,SAN,,1.0
2009-10-28,SELL,CAR,,169.0
2009-10-28,SELL,FUQI,,101.0
2009-10-29,SELL,SNDA1,,78.0
2009-11-02,SELL,DTGF,,165.0
2009-11-02,SELL,PALM,,256.0
2009-11-30,BUY,MATV,,58.0
2009-12-01,BUY,TUPBQ,,76.0
2009-12-02,BUY,MCK,,57.0
2009-12-03,BUY,PRGO,,57.0
2009-12-04,BUY,NUS,,1.0
2010-01-26,SELL,IAG,,383.0
2010-02-12,SELL,MATV,,58.0
2010-02-26,BUY,EL,,63.0
2010-03-03,SELL,PWRD1,,96.0
2010-03-17,BUY,LNCR,,95.0
2010-04-05,BUY,EW,,31.0
2010-04-19,SELL,SAN,,1.0
2010-05-19,BUY,IPXL,,4.0
2010-05-20,SELL,BKNG,,35.0
2010-05-25,SELL,TUPBQ,,76.0
2010-05-26,SELL,VECO,,108.0
2010-06-08,SELL,GMCR,,369.0
2010-06-22,BUY,APKT,,142.0
2010-06-25,BUY,TSN,,227.0
2010-06-28,SELL,PRDO,,122.0
2010-06-28,BUY,VCI,,117.0
2010-06-30,SELL,JNY,,192.0
2010-07-07,SELL,ASH,,101.0
2010-07-09,BUY,IDC,,118.0
2010-07-29,BUY,CRUS,,211.0
2010-08-11,SELL,CRI,,175.0
2010-08-13,BUY,AZO,,19.0
2010-08-16,BUY,VMW,,52.0
2010-08-18,SELL,EL,,63.0
2010-08-27,SELL,LNCR,,142.5
2010-09-13,BUY,VRX1,,64.0
2010-09-14,BUY,PWER1,,365.0
2010-09-20,BUY,ISLN,,165.0
2010-10-12,BUY,BHC,,160.0
2010-10-22,SELL,CRUS,,211.0
2010-11-08,SELL,IPXL,,4.0
2010-11-10,BUY,ENDPQ,,123.0
2010-11-23,BUY,LYB,,155.0
2010-12-09,BUY,SQM,,3.0
2010-12-15,SELL,TSN,,227.0
2010-12-16,SELL,VCI,,117.0
2011-01-18,BUY,ALXN,,61.0
2011-01-19,BUY,ATML,,366.0
2011-02-04,BUY,FOSL,,43.0
2011-03-01,SELL,PWER1,,365.0
2011-03-18,SELL,ATML,,366.0
2011-03-31,BUY,SM,,74.0
2011-04-19,BUY,JAZZ,,53.0
2011-05-03,SELL,TIVO,,148.0
2011-06-03,BUY,DTGF,,68.0
2011-07-28,SELL,APKT,,142.0
2011-08-08,SELL,BHC,,160.0
2011-08-09,SELL,FOSL,,43.0
2011-08-09,SELL,EW,,62.0
2011-08-09,SELL,LYB,,155.0
2011-08-09,SELL,ADM,,105.0
2011-08-09,SELL,SMG,,102.0
2011-08-11,SELL,VTRS,,2.0
2011-08-22,SELL,ENDPQ,,123.0
2011-08-22,SELL,NFLX,,17.0
2011-08-23,SELL,STRZA,,217.0
2011-08-29,BUY,DPZ,,185.0
2011-09-08,BUY,QCOR,,167.0
2011-09-09,BUY,RGLD,,62.0
2011-09-12,BUY,GOLD1,,45.0
2011-09-13,BUY,VRUS1,,65.0
2011-09-14,BUY,MNST,,57.0
2011-09-15,BUY,PSMT,,71.0
2011-09-16,BUY,MCD,,58.0
2011-09-22,BUY,DMND,,55.0
2011-09-23,BUY,CEPH,,61.0
2011-09-26,BUY,CROX,,179.0
2011-09-29,SELL,DTGF,,68.0
2011-09-30,SELL,BIDU,,90.0
2011-10-04,SELL,SQM,,3.0
2011-10-04,SELL,SM,,74.0
2011-10-19,SELL,CROX,,179.0
2011-10-26,SELL,DMND,,55.0
2011-10-31,BUY,SUG,,118.0
2011-11-01,BUY,GR,,40.0
2011-11-03,BUY,BMRN,,154.0
2011-11-04,BUY,VFC,,35.0
2011-11-18,BUY,NLC,,130.0
2011-11-28,BUY,GNCIQ,,160.0
2011-11-29,BUY,SFD1,,1.0
2012-02-01,BUY,DG,,124.0
2012-03-02,SELL,RGLD,,62.0
2012-03-02,BUY,PAA,,66.0
2012-03-08,SELL,PSMT,,71.0
2012-04-05,SELL,GOLD1,,45.0
2012-04-05,SELL,AU,,80.0
2012-04-11,BUY,PIRRQ,,313.0
2012-04-12,BUY,VAL1,,114.0
2012-05-08,BUY,HD,,112.0
2012-05-09,SELL,NUS,,1.0
2012-05-09,BUY,EC,,89.0
2012-05-10,BUY,REGN,,12.0
2012-05-22,SELL,SFD1,,1.0
2012-06-04,SELL,DPZ,,185.0
2012-06-11,BUY,SHW,,42.0
2012-06-22,BUY,RHP,,1.0
2012-07-05,BUY,PSS,,1.0
2012-07-26,SELL,QCOR,,167.0
2012-08-13,SELL,MNST,,114.0
2012-08-27,BUY,ELLI,,222.0
2012-09-10,BUY,PCYC,,88.0
2012-09-13,BUY,NSM,,207.0
2012-10-19,SELL,DLTR,,234.0
2012-11-08,SELL,PCYC,,88.0
2012-11-14,SELL,NSM,,207.0
2012-11-23,BUY,VMED,,168.0
2012-11-26,BUY,MPC,,97.0
2012-12-11,BUY,WHR,,56.0
2012-12-14,SELL,RHP,,1.0
2012-12-17,BUY,BAX,,44.0
2013-01-17,BUY,BRFS,,1.0
2013-01-30,SELL,VMW,,52.0
2013-02-01,SELL,ELLI,,222.0
2013-03-04,BUY,CVI,,106.0
2013-03-06,BUY,EV1,,67.0
2013-05-14,SELL,EC,,89.0
2013-06-24,SELL,CVI,,106.0
2013-06-24,BUY,LGF.B,,226.0
2013-07-11,SELL,BRFS,,1.0
2013-07-24,BUY,NXST,,191.0
2013-07-25,BUY,CBOE,,124.0
2013-08-12,BUY,SAVEQ,,3.0
2013-09-24,SELL,MPC,,97.0
2013-10-24,BUY,QIHU,,73.0
2014-03-12,SELL,NXST,,191.0
2014-03-27,SELL,LGF.B,,226.0
2014-04-08,SELL,QIHU,,73.0
2014-04-08,SELL,PIRRQ,,313.0
2014-04-11,BUY,GLOG,,300.0
2014-04-14,SELL,BMRN,,154.0
2014-04-29,BUY,HP,,71.0
2014-05-08,SELL,GNCIQ,,160.0
2014-05-09,BUY,TRGP,,69.0
2014-05-12,BUY,CAR,,146.0
2014-05-15,BUY,CNQ,,187.0
2014-06-10,BUY,EXC,,105.0
2014-10-01,SELL,GLOG,,300.0
2014-10-14,SELL,CAR,,146.0
2014-10-14,SELL,HP,,71.0
2014-10-15,SELL,CNQ,,187.0
2014-10-31,BUY,MDVN,,81.0
2014-11-13,BUY,CNQR,,65.0
2014-11-14,BUY,PANW,,77.0
2014-11-17,BUY,CENX,,23.0
2014-11-28,SELL,EXC,,105.0
2014-12-02,SELL,TRGP,,69.0
2014-12-31,BUY,LOW,,126.0
2015-01-05,BUY,CBRL,,62.0
2015-01-15,SELL,CENX,,23.0
2015-01-22,BUY,TPST,,56.0
2015-02-18,BUY,KR,,1.0
2015-04-01,SELL,TPST,,56.0
2015-05-04,BUY,COR,,22.0
2015-07-02,SELL,PAA,,132.0
2015-07-02,SELL,BAX,,44.0
2015-07-15,SELL,SAVEQ,,3.0
2015-08-04,BUY,ADPTQ,,82.0
2015-08-05,BUY,HZNP,,1.0
2015-08-14,BUY,ALJ,,1.0
2015-08-21,SELL,MDVN,,81.0
2015-09-23,BUY,SKX,,54.0
2015-09-25,SELL,HZNP,,1.0
2015-09-28,SELL,JAZZ,,53.0
2015-09-29,SELL,WHR,,56.0
2015-10-01,SELL,ADPTQ,,82.0
2015-10-22,SELL,COR,,22.0
2015-10-26,SELL,SKX,,162.0
2015-10-27,BUY,AIZ,,106.0
2015-10-28,BUY,UHAL,,21.0
2015-10-29,BUY,ACGL,,113.0
2015-11-02,BUY,TYL,,20.0
2015-11-23,BUY,VRE,,3.0
2015-11-25,BUY,FNFG,,1.0
2015-12-15,SELL,ALJ,,1.0
2016-01-05,SELL,PRGO,,57.0
2016-01-07,SELL,EV1,,67.0
2016-01-12,SELL,MCK,,57.0
2016-01-19,BUY,SWI1,,136.0
2016-01-20,SELL,VFC,,140.0
2016-02-02,SELL,ALXN,,122.0
2016-02-03,SELL,REGN,,12.0
2016-02-05,BUY,TAL,,169.0
2016-02-08,SELL,PANW,,77.0
2016-02-19,SELL,TYL,,20.0
2016-02-22,BUY,HPY,,87.0
2016-02-23,BUY,EDU,,254.0
2016-02-24,BUY,HRL,,185.0
2016-03-04,BUY,HMIN,,236.0
2016-03-07,BUY,AWK,,121.0
2016-03-10,BUY,ATO,,116.0
2016-03-22,BUY,QIHU,,68.0
2016-03-23,BUY,HMY,,7.0
2016-04-21,SELL,UHAL,,21.0
2016-04-22,SELL,ACGL,,113.0
2016-05-17,BUY,AG,,784.0
2016-05-19,SELL,FNFG,,1.0
2016-05-23,BUY,B,,476.0
2016-05-24,BUY,BKH,,148.0
2016-06-08,BUY,CDE,,812.0
2016-06-21,BUY,PAAS,,2.0
2016-08-15,SELL,HRL,,185.0
2016-08-30,BUY,NUVA,,140.0
2016-08-31,SELL,AG,,784.0
2016-09-15,BUY,EXEL,,682.0
2016-09-19,SELL,HMY,,7.0
2016-09-29,SELL,KR,,2.0
2016-10-03,BUY,WB,,89.0
2016-10-05,SELL,CDE,,812.0
2016-10-05,SELL,B,,476.0
2016-10-06,SELL,DG,,124.0
2016-10-19,BUY,NTES,,33.0
2016-10-31,BUY,NVDA,,122.0
2016-11-01,SELL,EXEL,,682.0
2016-11-04,BUY,GEN,,332.0
2016-11-07,BUY,BRSL,,237.0
2016-11-08,BUY,TTMI,,1.0
2016-11-11,SELL,BKH,,148.0
2016-11-14,SELL,PAAS,,2.0
2016-12-02,BUY,DPZ,,52.0
2016-12-14,BUY,FNSR,,7.0
2016-12-15,BUY,FRANQ,,1.0
2017-03-27,SELL,WB,,89.0
2017-04-06,SELL,FNSR,,7.0
2017-04-06,SELL,FRANQ,,1.0
2017-04-27,BUY,MASI,,52.0
2017-05-02,SELL,BRSL,,237.0
2017-05-09,BUY,WNC,,245.0
2017-05-10,BUY,PLUG,,2.0
2017-06-15,BUY,RACE,,118.0
2017-06-29,SELL,AZO,,19.0
2017-07-06,SELL,ORLY,,111.0
2017-07-17,BUY,ISRG,,11.0
2017-08-01,BUY,FIZZ,,103.0
2017-08-07,SELL,TTMI,,1.0
2017-08-07,BUY,WGHTQ,,256.0
2017-09-07,BUY,SAFM,,19.0
2017-09-20,SELL,NUVA,,140.0
2017-10-17,SELL,MASI,,52.0
2017-10-20,BUY,PYPL,,171.0
2017-11-16,BUY,IBKR,,1.0
2018-01-16,SELL,VRE,,3.0
2018-01-26,SELL,PLUG,,2.0
2018-02-15,BUY,EC,,43.0
2018-02-23,SELL,SAFM,,19.0
2018-02-28,BUY,NKTR,,27.0
2018-03-20,SELL,FIZZ,,103.0
2018-03-27,BUY,GMED,,184.0
2018-04-20,BUY,FCFS,,1.0
2018-04-25,SELL,NTES,,33.0
2018-05-14,SELL,GEN,,332.0
2018-05-25,BUY,HLF,,240.0
2018-06-05,SELL,NKTR,,27.0
2018-06-14,BUY,ABMD,,12.0
2018-07-06,BUY,WWE,,4.0
2018-07-31,SELL,TAL,,1014.0
2018-08-03,SELL,CBOE,,124.0
2018-08-13,SELL,WNC,,245.0
2018-08-16,SELL,WGHTQ,,256.0
2018-08-30,BUY,TNDM,,316.0
2018-09-05,BUY,AMED,,104.0
2018-09-06,SELL,EDU,,254.0
2018-09-13,BUY,FNKO,,528.0
2018-09-18,BUY,EPAY,,190.0
2018-09-28,SELL,IBKR,,1.0
2018-10-03,SELL,TNDM,,316.0
2018-10-08,BUY,WCG,,39.0
2018-10-10,SELL,FCFS,,1.0
2018-10-25,SELL,NVDA,,122.0
2018-10-30,SELL,WWE,,4.0
2018-10-30,BUY,REGI,,387.0
2018-11-02,BUY,RGEN,,184.0
2018-11-09,BUY,TJX,,215.0
2018-11-12,SELL,FNKO,,528.0
2018-11-15,SELL,ABMD,,12.0
2018-11-21,SELL,EC,,43.0
2018-11-21,SELL,EPAY,,190.0
2018-11-27,BUY,MKC,,78.0
2018-11-30,BUY,CABO,,13.0
2018-12-14,SELL,RACE,,118.0
2018-12-14,BUY,MZTI,,60.0
2018-12-19,BUY,HELE,,80.0
2018-12-26,SELL,WCG,,39.0
2018-12-26,BUY,IDTI,,211.0
2018-12-27,BUY,ESL,,87.0
2019-01-03,SELL,GMED,,184.0
2019-01-17,BUY,TRCO,,206.0
2019-01-29,BUY,AU,,12.0
2019-02-05,BUY,NBEVQ,,1.0
2019-02-28,SELL,AMED,,104.0
2019-03-11,SELL,NBEVQ,,1.0
2019-04-01,BUY,ERIE,,64.0
2019-04-03,SELL,REGI,,387.0
2019-04-15,BUY,IONS,,138.0
2019-04-29,BUY,SEE,,255.0
2019-05-06,BUY,ENPH,,549.0
2019-05-07,SELL,TJX,,215.0
2019-05-15,BUY,ZNGA,,1931.0
2019-05-28,SELL,HLF,,240.0
2019-06-07,BUY,AVLR,,149.0
2019-06-10,SELL,MZTI,,60.0
2019-06-13,SELL,HELE,,80.0
2019-06-27,BUY,SHOP,,41.0
2019-07-11,BUY,AWI,,82.0
2019-07-16,BUY,MDCO,,1.0
2019-09-10,SELL,ENPH,,549.0
2019-09-30,SELL,ERIE,,64.0
2019-10-02,SELL,IONS,,138.0
2019-10-10,BUY,HSY,,79.0
2019-10-17,SELL,SEE,,255.0
2019-10-30,BUY,AWR,,134.0
2019-11-01,BUY,AQN,,925.0
2019-11-04,BUY,ETR,,106.0
2019-11-18,BUY,RH,,18.0
2019-12-31,SELL,AWI,,82.0
2020-02-03,BUY,SYNA,,128.0
2020-02-20,BUY,SEM,,10.0
2020-03-06,SELL,RH,,18.0
2020-03-10,SELL,CBRL,,62.0
2020-03-13,SELL,SEM,,10.0
2020-03-13,SELL,SHOP,,41.0
2020-03-13,SELL,AIZ,,106.0
2020-03-13,SELL,SYNA,,128.0
2020-03-13,SELL,AU,,12.0
2020-03-17,SELL,SHW,,42.0
2020-03-17,SELL,HD,,112.0
2020-03-17,SELL,MKC,,78.0
2020-03-17,SELL,AQN,,925.0
2020-03-17,SELL,AWR,,134.0
2020-03-17,SELL,LOW,,126.0
2020-03-17,SELL,ISRG,,33.0
2020-03-17,SELL,ETR,,106.0
2020-03-17,SELL,CABO,,13.0
2020-03-17,SELL,MCD,,58.0
2020-03-19,SELL,AVLR,,149.0
2020-03-23,SELL,PYPL,,171.0
2020-03-24,SELL,AWK,,121.0
2020-03-24,SELL,ATO,,116.0
2020-03-24,SELL,HSY,,79.0
2020-04-07,BUY,REGN,,21.0
2020-04-09,BUY,BILI,,415.0
2020-04-15,BUY,TDOC,,69.0
2020-04-16,BUY,FIT,,1631.0
2020-04-17,BUY,CCOI,,122.0
2020-04-20,BUY,ZM,,74.0
2020-04-21,BUY,CODX,,765.0
2020-04-22,BUY,AXSM,,166.0
2020-04-23,BUY,EVBG,,92.0
2020-04-24,BUY,EHTH,,89.0
2020-04-27,BUY,SE,,207.0
2020-04-28,BUY,DXCM,,34.0
2020-04-29,BUY,XLRN,,118.0
2020-04-30,BUY,QDEL,,80.0
2020-05-01,BUY,VXRT,,4077.0
2020-05-04,BUY,AUPH,,696.0
2020-05-05,BUY,CCXI1,,204.0
2020-05-06,BUY,GOTU,,284.0
2020-05-07,BUY,ARVN,,218.0
2020-05-08,BUY,LMNX1,,258.0
2020-05-11,BUY,NVAX,,65.0
2020-05-12,BUY,INSG,,1.0
2020-05-22,SELL,GOTU,,284.0
2020-06-01,SELL,ARVN,,218.0
2020-06-08,SELL,CODX,,765.0
2020-06-24,BUY,DKNG,,336.0
2020-06-29,SELL,EHTH,,89.0
2020-07-01,BUY,FVRR,,185.0
2020-07-09,BUY,DOCU,,41.0
2020-07-28,SELL,VXRT,,4077.0
2020-07-30,BUY,WKHS,,915.0
2020-08-13,SELL,NVAX,,65.0
2020-08-27,BUY,LVGO,,113.0
2020-08-28,SELL,QDEL,,80.0
2020-08-28,SELL,LMNX1,,258.0
2020-09-08,SELL,AXSM,,166.0
2020-09-09,SELL,INSG,,1.0
2020-09-15,BUY,APPS,,609.0
2020-09-21,SELL,CCOI,,122.0
2020-09-30,BUY,AGNT,,390.0
2020-10-01,BUY,RUN,,212.0
2020-10-08,BUY,SAIL1,,320.0
2020-10-09,BUY,NIO,,1.0
2020-10-19,SELL,DKNG,,336.0
2020-10-21,SELL,WKHS,,915.0
2020-10-21,BUY,ALTO,,1402.0
2020-10-22,SELL,AUPH,,696.0
2020-10-23,SELL,CCXI1,,204.0
2020-10-27,SELL,AGNT,,390.0
2020-10-28,SELL,ALTO,,1402.0
2020-10-28,SELL,RUN,,212.0
2020-10-29,SELL,EVBG,,92.0
2020-11-02,SELL,APPS,,609.0
2020-11-03,SELL,DXCM,,34.0
2020-11-11,SELL,ZM,,74.0
2020-11-11,SELL,TDOC,,69.0
2020-11-18,BUY,FDX,,55.0
2020-11-20,BUY,PACB,,1028.0
2020-11-23,BUY,DAR,,337.0
2020-11-24,BUY,SNAP,,355.0
2020-11-27,BUY,AGNT,,307.0
2020-11-30,BUY,GNRC,,73.0
2020-12-01,BUY,LOB,,394.0
2020-12-02,BUY,MRTX,,69.0
