Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2007-11-13,SELL,DRYS,,71.0
2007-11-30,BUY,MTL,,57.0
2007-12-05,BUY,TELFY,,46.0
2007-12-11,BUY,IHS2,,71.0
2007-12-12,SELL,NRG,,111.0
2007-12-12,BUY,BIDU,,12.0
2007-12-13,BUY,SIGM,,73.0
2007-12-14,BUY,BMRN,,165.0
2007-12-17,BUY,KUST,,800.0
2007-12-18,SELL,ACAS,,1.0
2008-01-04,SELL,GLBL1,,134.0
2008-01-07,SELL,ATI,,58.0
2008-01-08,SELL,SIGM,,73.0
2008-01-10,SELL,HAS,,146.0
2008-01-15,BUY,CVD,,49.0
2008-01-18,SELL,GEN1,,179.0
2008-01-18,SELL,BFH,,67.0
2008-01-18,SELL,LECO,,65.0
2008-01-18,SELL,MTW,,178.0
2008-01-18,SELL,BIDU,,12.0
2008-01-22,BUY,PHRM,,63.0
2008-02-01,SELL,OII,,1.0
2008-02-06,BUY,PRGO,,130.0
2008-02-07,SELL,CXW,,160.0
2008-02-07,BUY,MEE,,114.0
2008-02-08,BUY,MOS,,47.0
2008-02-11,BUY,INCY,,372.0
2008-02-12,BUY,AUXL,,134.0
2008-02-13,BUY,GOLD1,,97.0
2008-02-21,BUY,FRFHF,,15.0
2008-02-22,BUY,CMO,,255.0
2008-02-25,BUY,GLDN1,,44.0
2008-02-26,BUY,KGC,,134.0
2008-02-27,BUY,CDE,,1.0
2008-03-07,SELL,CMO,,255.0
2008-03-10,SELL,CELG,,52.0
2008-03-11,SELL,INCY,,372.0
2008-03-14,BUY,CMP,,74.0
2008-03-17,BUY,SID,,113.0
2008-03-24,SELL,AUXL,,134.0
2008-04-09,BUY,WLTGQ,,68.0
2008-04-10,BUY,XEC,,80.0
2008-04-11,BUY,EOG,,1.0
2008-04-15,BUY,THC,,2.0
2008-04-22,SELL,CDE,,1.0
2008-04-24,BUY,BPZRQ,,2.0
2008-04-30,SELL,KGC,,134.0
2008-04-30,SELL,EPC,,49.0
2008-05-22,BUY,JRCCQ,,137.0
2008-05-29,SELL,TELFY,,46.0
2008-06-02,BUY,MMR,,158.0
2008-06-03,BUY,CGRNQ,,6.0
2008-06-04,SELL,IHS2,,71.0
2008-06-13,SELL,GOLD1,,97.0
2008-06-30,BUY,UNTCQ,,64.0
2008-07-07,SELL,MMR,,158.0
2008-07-07,SELL,BMRN,,165.0
2008-07-07,BUY,PCXCQ,,38.0
2008-07-08,SELL,CVD,,49.0
2008-07-09,SELL,JRCCQ,,137.0
2008-07-16,BUY,ANRZQ,,51.0
2008-07-21,SELL,MIR2,,102.0
2008-07-21,SELL,MTL,,171.0
2008-07-24,SELL,MEE,,114.0
2008-07-24,SELL,BPZRQ,,2.0
2008-07-25,SELL,CGRNQ,,6.0
2008-07-30,SELL,EOG,,1.0
2008-08-05,SELL,XEC,,80.0
2008-08-05,SELL,MOS,,47.0
2008-08-05,SELL,KUST,,800.0
2008-08-06,BUY,SPSX,,98.0
2008-08-07,BUY,DRS1,,56.0
2008-08-08,SELL,SID,,113.0
2008-08-08,BUY,IPHS,,119.0
2008-08-12,SELL,FRFHF,,15.0
2008-08-22,BUY,FSYS,,80.0
2008-08-25,BUY,BUD1,,65.0
2008-08-26,BUY,MYGN,,68.0
2008-08-27,BUY,SQNM,,197.0
2008-08-28,BUY,IKN,,265.0
2008-08-29,BUY,WAB,,76.0
2008-09-02,BUY,SYNA,,129.0
2008-09-04,SELL,CMP,,74.0
2008-09-04,SELL,PCXCQ,,38.0
2008-09-05,SELL,MA,,41.0
2008-09-05,SELL,WLTGQ,,68.0
2008-09-05,BUY,THOR1,,156.0
2008-09-08,BUY,OCR,,135.0
2008-09-09,SELL,UNTCQ,,64.0
2008-09-09,BUY,UTHR,,36.0
2008-09-10,SELL,CF,,136.0
2008-09-10,SELL,ANRZQ,,51.0
2008-09-10,BUY,GCO,,110.0
2008-09-12,BUY,VAR,,62.0
2008-09-18,SELL,IPHS,,119.0
2008-09-23,BUY,GAS1,,81.0
2008-09-30,SELL,FSYS,,80.0
2008-10-03,SELL,THC,,2.0
2008-10-06,BUY,LDG,,50.0
2008-10-07,BUY,VRX1,,196.0
2008-10-08,SELL,GCO,,110.0
2008-10-08,SELL,SYNA,,129.0
2008-10-08,BUY,UB,,48.0
2008-10-09,SELL,SQNM,,197.0
2008-10-09,BUY,IMCL,,53.0
2008-10-10,SELL,WAB,,76.0
2008-10-13,SELL,VAR,,62.0
2008-10-13,BUY,PB,,101.0
2008-10-14,BUY,BWLD,,93.0
2008-10-15,BUY,FDRY,,207.0
2008-10-20,BUY,ATML,,906.0
2008-10-24,SELL,OCR,,135.0
2008-10-27,SELL,PRGO,,130.0
2008-10-29,SELL,THOR1,,156.0
2008-10-29,SELL,BWLD,,93.0
2008-10-29,SELL,UTHR,,36.0
2008-11-18,BUY,BRL,,52.0
2008-11-26,SELL,ATML,,906.0
2008-12-10,BUY,APOL,,46.0
2008-12-11,BUY,THOR1,,114.0
2008-12-12,BUY,DAL,,334.0
2008-12-15,BUY,AMGN,,58.0
2008-12-16,BUY,ALO1,,97.0
2008-12-17,BUY,LCC,,477.0
2008-12-18,BUY,CBST,,140.0
2008-12-19,BUY,CRI,,174.0
2008-12-24,SELL,GAS1,,81.0
2009-01-13,SELL,PB,,101.0
2009-01-21,BUY,ALK,,120.0
2009-01-22,BUY,JBLU,,536.0
2009-01-23,BUY,IDCC,,110.0
2009-01-26,BUY,SMG,,102.0
2009-01-27,BUY,MNST,,100.0
2009-01-28,SELL,DAL,,334.0
2009-01-28,BUY,RGLD,,71.0
2009-01-29,BUY,FRFHF,,10.0
2009-01-30,SELL,LCC,,477.0
2009-01-30,BUY,ORLY,,110.0
2009-02-02,BUY,DLTR,,77.0
2009-02-03,BUY,AVAV,,89.0
2009-02-04,BUY,ATHN1,,89.0
2009-02-05,BUY,GMCR,,82.0
2009-02-09,BUY,FNF,,178.0
2009-02-13,BUY,ESINQ,,26.0
2009-02-17,BUY,WTRG,,160.0
2009-02-19,SELL,CBST,,140.0
2009-02-20,SELL,JBLU,,536.0
2009-02-20,BUY,MBOT,,1481.0
2009-03-02,SELL,ATHN1,,89.0
2009-03-02,BUY,COCOQ,,149.0
2009-03-03,SELL,ALK,,120.0
2009-03-03,SELL,THOR1,,114.0
2009-03-04,SELL,VRX1,,196.0
2009-03-04,SELL,IDCC,,110.0
2009-03-04,BUY,PRDO,,121.0
2009-03-05,SELL,FRFHF,,10.0
2009-03-11,SELL,AVAV,,89.0
2009-03-23,BUY,CVTX,,148.0
2009-03-24,BUY,AU,,80.0
2009-04-01,BUY,SNDA1,,78.0
2009-04-02,BUY,AZO,,18.0
2009-04-03,BUY,BKNG,,35.0
2009-04-06,BUY,IAG,,381.0
2009-04-07,BUY,ADM,,105.0
2009-04-08,BUY,NFLX,,16.0
2009-04-13,SELL,APOL,,46.0
2009-04-13,BUY,CY,,1.0
2009-05-08,SELL,FNF,,178.0
2009-05-08,SELL,MYGN,,136.0
2009-05-13,BUY,TIVO,,147.0
2009-06-03,BUY,IQNT,,102.0
2009-06-09,SELL,AMGN,,58.0
2009-06-10,BUY,PALM,,255.0
2009-06-11,BUY,STRZA,,216.0
2009-06-18,SELL,MNST,,100.0
2009-07-10,BUY,STEC1,,128.0
2009-07-21,SELL,RGLD,,71.0
2009-07-21,BUY,BIDU,,9.0
2009-08-06,SELL,ESINQ,,26.0
2009-08-07,SELL,WTRG,,160.0
2009-08-12,SELL,MBOT,,1481.0
2009-08-20,SELL,COCOQ,,149.0
2009-08-20,BUY,ASH,,101.0
2009-09-08,BUY,DTGF,,165.0
2009-09-09,BUY,PWRD1,,96.0
2009-09-14,BUY,FUQI,,97.0
2009-09-18,SELL,IQNT,,102.0
2009-09-22,SELL,STEC1,,128.0
2009-09-22,BUY,CAR,,168.0
2009-09-23,SELL,AZO,,18.0
2009-10-20,BUY,JNY,,192.0
2009-10-22,BUY,VECO,,109.0
2009-10-23,BUY,ALU,,1.0
2009-10-28,SELL,CAR,,168.0
2009-10-28,SELL,FUQI,,97.0
2009-10-29,SELL,SNDA1,,78.0
2009-11-02,SELL,DTGF,,165.0
2009-11-02,SELL,PALM,,255.0
2009-11-30,BUY,MATV,,57.0
2009-12-01,BUY,TUPBQ,,76.0
2009-12-02,BUY,MCK,,57.0
2009-12-03,BUY,PRGO,,56.0
2009-12-04,BUY,NUS,,1.0
2010-01-26,SELL,IAG,,381.0
2010-02-09,SELL,ALU,,1.0
2010-02-12,SELL,MATV,,57.0
2010-02-26,BUY,EL,,63.0
2010-03-03,SELL,PWRD1,,96.0
2010-03-12,BUY,EW,,41.0
2010-03-17,BUY,LNCR,,73.0
2010-04-05,BUY,HNT,,1.0
2010-05-20,SELL,BKNG,,35.0
2010-05-25,SELL,TUPBQ,,76.0
2010-05-26,SELL,VECO,,109.0
2010-06-08,SELL,GMCR,,369.0
2010-06-22,BUY,APKT,,142.0
2010-06-25,BUY,TSN,,226.0
2010-06-28,SELL,PRDO,,121.0
2010-06-28,BUY,VCI,,117.0
2010-06-30,SELL,JNY,,192.0
2010-07-07,SELL,ASH,,101.0
2010-07-09,BUY,IDC,,118.0
2010-07-29,BUY,CRUS,,211.0
2010-08-11,SELL,CRI,,174.0
2010-08-13,BUY,AZO,,19.0
2010-08-16,BUY,VMW,,52.0
2010-08-18,SELL,EL,,63.0
2010-08-27,SELL,LNCR,,109.5
2010-09-13,BUY,VRX1,,64.0
2010-09-14,BUY,PWER1,,365.0
2010-09-20,BUY,ISLN,,165.0
2010-10-12,BUY,BHC,,160.0
2010-10-22,SELL,CRUS,,211.0
2010-11-10,BUY,ENDPQ,,123.0
2010-11-23,BUY,LYB,,129.0
2010-12-15,SELL,TSN,,226.0
2010-12-16,SELL,VCI,,117.0
2011-01-18,BUY,ALXN,,61.0
2011-01-19,BUY,ATML,,367.0
2011-02-04,BUY,FOSL,,44.0
2011-03-01,SELL,PWER1,,365.0
2011-03-18,SELL,ATML,,367.0
2011-03-31,BUY,SM,,74.0
2011-04-19,BUY,JAZZ,,52.0
2011-05-03,SELL,TIVO,,147.0
2011-06-03,BUY,DTGF,,68.0
2011-07-28,SELL,APKT,,142.0
2011-08-08,SELL,HNT,,1.0
2011-08-08,SELL,BHC,,160.0
2011-08-09,SELL,EW,,82.0
2011-08-09,SELL,FOSL,,44.0
2011-08-09,SELL,LYB,,129.0
2011-08-09,SELL,ADM,,105.0
2011-08-09,SELL,SMG,,102.0
2011-08-22,SELL,ENDPQ,,123.0
2011-08-22,SELL,NFLX,,16.0
2011-08-22,SELL,CY,,1.0
2011-08-23,SELL,STRZA,,216.0
2011-08-29,BUY,DPZ,,185.0
2011-09-08,BUY,QCOR,,167.0
2011-09-09,BUY,RGLD,,62.0
2011-09-12,BUY,GOLD1,,45.0
2011-09-13,BUY,VRUS1,,65.0
2011-09-14,BUY,MNST,,57.0
2011-09-15,BUY,PSMT,,71.0
2011-09-16,BUY,MCD,,58.0
2011-09-22,BUY,DMND,,55.0
2011-09-23,BUY,CEPH,,61.0
2011-09-26,BUY,CROX,,179.0
2011-09-27,BUY,CEG1,,16.0
2011-09-29,SELL,DTGF,,68.0
2011-09-30,SELL,BIDU,,90.0
2011-10-04,SELL,SM,,74.0
2011-10-19,SELL,CROX,,179.0
2011-10-26,SELL,DMND,,55.0
2011-10-31,BUY,SUG,,118.0
2011-11-01,BUY,GR,,40.0
2011-11-03,BUY,BMRN,,154.0
2011-11-18,BUY,VFC,,37.0
2011-11-28,BUY,NLC,,132.0
2011-11-29,BUY,CTRA,,49.0
2012-01-23,SELL,CTRA,,49.0
2012-02-01,BUY,DG,,124.0
2012-02-23,BUY,URI,,130.0
2012-03-02,SELL,RGLD,,62.0
2012-03-02,BUY,PAA,,66.0
2012-03-08,SELL,PSMT,,71.0
2012-04-05,SELL,GOLD1,,45.0
2012-04-05,SELL,AU,,80.0
2012-04-11,BUY,PIRRQ,,308.0
2012-04-12,BUY,VAL1,,112.0
2012-04-26,BUY,AAPL,,9.0
2012-05-08,BUY,HD,,110.0
2012-05-09,SELL,NUS,,1.0
2012-05-09,BUY,EC,,6.0
2012-05-10,BUY,CPWM,,4.0
2012-06-04,SELL,DPZ,,185.0
2012-06-04,SELL,URI,,130.0
2012-06-11,BUY,SHW,,42.0
2012-07-17,BUY,PCYC,,77.0
2012-07-18,BUY,PSS,,1.0
2012-07-26,SELL,QCOR,,167.0
2012-08-13,SELL,MNST,,114.0
2012-08-15,BUY,SBAC,,92.0
2012-08-27,BUY,ELLI,,219.0
2012-09-10,BUY,DK,,216.0
2012-09-13,BUY,NSM,,44.0
2012-10-19,SELL,DLTR,,231.0
2012-11-08,SELL,PCYC,,77.0
2012-11-14,SELL,NSM,,44.0
2012-11-23,BUY,VMED,,166.0
2012-11-26,BUY,MPC,,96.0
2012-12-11,BUY,WHR,,29.0
2012-12-17,BUY,ONIT,,1.0
2013-01-16,SELL,AAPL,,9.0
2013-01-30,SELL,VMW,,52.0
2013-02-01,SELL,ELLI,,219.0
2013-02-19,BUY,CVI,,108.0
2013-03-04,BUY,EV1,,161.0
2013-03-06,BUY,THC,,25.0
2013-05-14,SELL,EC,,6.0
2013-06-24,SELL,CVI,,108.0
2013-06-24,BUY,LGF.B,,222.0
2013-07-02,SELL,DK,,216.0
2013-07-24,BUY,NXST,,187.0
2013-07-25,BUY,CBOE,,134.0
2013-08-02,BUY,TW2,,21.0
2013-08-26,SELL,THC,,25.0
2013-09-24,SELL,MPC,,96.0
2013-09-26,BUY,QIHU,,78.0
2013-10-24,BUY,MGA,,7.0
2014-02-07,SELL,ONIT,,1.0
2014-03-12,SELL,NXST,,187.0
2014-03-12,BUY,WWE,,28.0
2014-03-27,SELL,LGF.B,,222.0
2014-04-08,SELL,PIRRQ,,308.0
2014-04-08,SELL,QIHU,,78.0
2014-04-11,SELL,WWE,,28.0
2014-04-11,BUY,GLOG,,295.0
2014-04-14,SELL,BMRN,,154.0
2014-04-29,BUY,HP,,70.0
2014-05-09,BUY,TRGP,,68.0
2014-05-12,BUY,CAR,,145.0
2014-05-14,BUY,KNX1,,228.0
2014-05-15,BUY,CNQ,,1.0
2014-10-01,SELL,GLOG,,295.0
2014-10-14,SELL,CAR,,145.0
2014-10-14,SELL,HP,,70.0
2014-10-15,SELL,CNQ,,1.0
2014-10-31,BUY,MDVN,,81.0
2014-11-13,BUY,CNQR,,66.0
2014-11-14,BUY,PANW,,27.0
2014-11-17,BUY,CENX,,1.0
2014-12-02,SELL,TRGP,,68.0
2015-01-05,BUY,LOW,,128.0
2015-01-15,SELL,CENX,,1.0
2015-01-22,BUY,TPST,,147.0
2015-02-18,BUY,KR,,2.0
2015-04-01,SELL,TPST,,147.0
2015-05-04,BUY,COR,,48.0
2015-07-02,SELL,PAA,,132.0
2015-08-04,BUY,ADPTQ,,53.0
2015-08-21,SELL,MDVN,,81.0
2015-09-23,BUY,SKX,,54.0
2015-09-28,SELL,JAZZ,,52.0
2015-09-29,SELL,WHR,,29.0
2015-10-01,SELL,ADPTQ,,53.0
2015-10-01,SELL,KNX1,,228.0
2015-10-22,SELL,COR,,48.0
2015-10-26,SELL,SKX,,162.0
2015-10-28,BUY,UHAL,,21.0
2015-10-29,BUY,AIZ,,106.0
2015-11-02,BUY,ACGL,,116.0
2015-11-03,BUY,TYL,,29.0
2015-11-23,BUY,VRE,,6.0
2015-11-25,BUY,XXII,,5.0
2015-12-15,SELL,MGA,,14.0
2016-01-05,SELL,PRGO,,56.0
2016-01-07,SELL,EV1,,161.0
2016-01-08,SELL,XXII,,5.0
2016-01-12,SELL,MCK,,57.0
2016-01-20,SELL,VFC,,148.0
2016-01-20,BUY,SWI1,,134.0
2016-01-21,SELL,SBAC,,92.0
2016-02-02,SELL,ALXN,,122.0
2016-02-05,BUY,TAL,,166.0
2016-02-08,SELL,PANW,,27.0
2016-02-19,SELL,TYL,,29.0
2016-02-22,BUY,HPY,,85.0
2016-02-23,BUY,EDU,,250.0
2016-02-24,BUY,HRL,,182.0
2016-02-25,BUY,COR2,,123.0
2016-02-26,BUY,EDR1,,201.0
2016-02-29,BUY,CRAY,,188.0
2016-03-04,BUY,HMIN,,231.0
2016-03-10,BUY,ATO,,39.0
2016-03-22,BUY,HMY,,3.0
2016-03-29,BUY,BRKR,,1.0
2016-04-21,SELL,UHAL,,21.0
2016-04-22,SELL,AIZ,,106.0
2016-04-26,SELL,ACGL,,116.0
2016-05-17,BUY,AG,,763.0
2016-05-23,BUY,B,,463.0
2016-05-24,BUY,BKH,,144.0
2016-05-26,BUY,CDE,,1111.0
2016-06-08,BUY,AWK,,95.0
2016-06-23,SELL,CRAY,,188.0
2016-07-26,BUY,TSEOF,,114.0
2016-08-15,SELL,HRL,,182.0
2016-08-31,SELL,AG,,763.0
2016-09-12,SELL,HMY,,3.0
2016-09-15,BUY,EXEL,,670.0
2016-09-16,SELL,BRKR,,1.0
2016-09-29,SELL,KR,,4.0
2016-10-03,BUY,WB,,158.0
2016-10-05,SELL,CDE,,1111.0
2016-10-05,SELL,B,,463.0
2016-10-06,SELL,DG,,124.0
2016-10-12,BUY,REN,,294.0
2016-10-18,BUY,SPSC,,123.0
2016-10-31,BUY,NVDA,,119.0
2016-11-01,SELL,EXEL,,670.0
2016-11-04,BUY,GEN,,323.0
2016-11-07,BUY,BRSL,,56.0
2016-11-08,BUY,TTMI,,1.0
2016-11-11,SELL,BKH,,144.0
2016-11-28,SELL,AWK,,95.0
2016-12-02,BUY,DPZ,,51.0
2016-12-14,BUY,FNSR,,221.0
2016-12-29,BUY,CFG,,2.0
2017-03-27,SELL,WB,,158.0
2017-04-06,SELL,FNSR,,221.0
2017-04-11,SELL,SPSC,,123.0
2017-04-27,BUY,MASI,,98.0
2017-05-02,SELL,BRSL,,56.0
2017-05-09,BUY,WNC,,455.0
2017-05-12,BUY,GEO,,85.0
2017-06-15,BUY,RACE,,114.0
2017-06-16,SELL,REN,,294.0
2017-06-22,SELL,CFG,,2.0
2017-06-29,SELL,AZO,,19.0
2017-07-06,SELL,ORLY,,110.0
2017-07-17,BUY,ISRG,,10.0
2017-07-19,BUY,SPGI,,68.0
2017-07-25,BUY,HRC,,122.0
2017-08-01,BUY,FIZZ,,99.0
2017-08-07,SELL,TTMI,,1.0
2017-08-07,BUY,WGHTQ,,81.0
2017-09-07,BUY,SAFM,,2.0
2017-10-17,SELL,MASI,,98.0
2017-11-01,SELL,GEO,,85.0
2017-11-16,BUY,IBKR,,202.0
2017-12-04,BUY,LGIH,,5.0
2018-01-05,SELL,EDR1,,201.0
2018-01-16,SELL,VRE,,6.0
2018-02-07,BUY,EC,,407.0
2018-02-15,BUY,SRNEQ,,1.0
2018-02-23,SELL,SAFM,,2.0
2018-03-06,SELL,SRNEQ,,1.0
2018-03-20,SELL,FIZZ,,99.0
2018-03-27,BUY,NKTR,,87.0
2018-04-06,BUY,FTNT,,4.0
2018-04-20,BUY,GMED,,6.0
2018-05-14,SELL,GEN,,323.0
2018-05-29,SELL,LGIH,,5.0
2018-06-05,SELL,NKTR,,87.0
2018-06-14,BUY,ABMD,,28.0
2018-06-28,BUY,WWE,,2.0
2018-07-06,BUY,TNDM,,8.0
2018-07-31,SELL,TAL,,996.0
2018-08-03,SELL,CBOE,,134.0
2018-08-13,SELL,WNC,,455.0
2018-08-16,SELL,WGHTQ,,81.0
2018-08-30,BUY,AMED,,101.0
2018-09-05,BUY,IIN,,162.0
2018-09-06,SELL,EDU,,250.0
2018-09-13,BUY,FNKO,,498.0
2018-09-18,BUY,EPAY,,181.0
2018-09-28,SELL,IBKR,,202.0
2018-10-03,SELL,TNDM,,8.0
2018-10-08,BUY,WCG,,37.0
2018-10-10,SELL,GMED,,6.0
2018-10-11,SELL,IIN,,162.0
2018-10-19,SELL,TSEOF,,114.0
2018-10-25,SELL,NVDA,,119.0
2018-10-30,SELL,WWE,,2.0
2018-10-30,BUY,REGI,,354.0
2018-11-02,BUY,RGEN,,170.0
2018-11-09,BUY,TJX,,198.0
2018-11-12,SELL,FNKO,,498.0
2018-11-12,BUY,LLY,,96.0
2018-11-15,SELL,ABMD,,28.0
2018-11-20,BUY,MKC,,69.0
2018-11-21,SELL,EPAY,,181.0
2018-11-21,SELL,EC,,407.0
2018-11-27,BUY,SONC,,237.0
2018-11-30,BUY,CABO,,11.0
2018-12-14,SELL,RACE,,114.0
2018-12-24,BUY,IDTI,,198.0
2018-12-26,SELL,WCG,,37.0
2018-12-26,SELL,COR2,,123.0
2018-12-26,BUY,ESL,,77.0
2018-12-27,BUY,SAVEQ,,168.0
2018-12-28,BUY,BEL,,393.0
2019-01-17,BUY,TRCO,,222.0
2019-01-25,BUY,AU,,811.0
2019-01-29,BUY,EHTH,,171.0
2019-01-30,BUY,NVAX,,2.0
2019-03-01,SELL,NVAX,,2.0
2019-04-03,SELL,REGI,,354.0
2019-04-15,BUY,IONS,,129.0
2019-05-02,BUY,ENPH,,824.0
2019-05-06,BUY,ZNGA,,1803.0
2019-05-07,SELL,TJX,,198.0
2019-05-15,BUY,LSCC,,797.0
2019-06-03,BUY,PRO,,106.0
2019-06-07,BUY,AVLR,,3.0
2019-06-20,SELL,SAVEQ,,168.0
2019-07-23,BUY,ERIE,,31.0
2019-09-10,SELL,EHTH,,171.0
2019-09-10,SELL,ENPH,,824.0
2019-09-30,SELL,ERIE,,31.0
2019-10-02,SELL,IONS,,129.0
2019-10-10,BUY,HSY,,77.0
2019-10-11,BUY,AWR,,132.0
2019-10-29,SELL,PRO,,106.0
2019-10-30,BUY,AIZ,,96.0
2019-11-01,BUY,AQN,,903.0
2019-11-04,BUY,ETR,,104.0
2019-11-29,BUY,RH,,2.0
2020-03-06,SELL,RH,,2.0
2020-03-13,SELL,LSCC,,797.0
2020-03-13,SELL,FTNT,,4.0
2020-03-13,SELL,AIZ,,96.0
2020-03-13,SELL,AU,,811.0
2020-03-17,SELL,AMED,,101.0
2020-03-17,SELL,SHW,,42.0
2020-03-17,SELL,LOW,,128.0
2020-03-17,SELL,HD,,110.0
2020-03-17,SELL,AWR,,132.0
2020-03-17,SELL,AQN,,903.0
2020-03-17,SELL,CABO,,11.0
2020-03-17,SELL,ISRG,,30.0
2020-03-17,SELL,MCD,,58.0
2020-03-17,SELL,ETR,,104.0
2020-03-17,SELL,MKC,,69.0
2020-03-19,SELL,AVLR,,3.0
2020-03-19,SELL,SPGI,,68.0
2020-03-23,SELL,HRC,,122.0
2020-03-24,SELL,HSY,,77.0
2020-03-24,SELL,ATO,,39.0
2020-04-07,BUY,REGN,,21.0
2020-04-15,BUY,TDOC,,68.0
2020-04-16,BUY,FIT,,1592.0
2020-04-17,BUY,CCOI,,119.0
2020-04-20,BUY,ZM,,72.0
2020-04-21,BUY,CODX,,747.0
2020-04-22,BUY,AXSM,,162.0
2020-04-23,BUY,EVBG,,89.0
2020-04-24,BUY,EHTH,,87.0
2020-04-27,BUY,SE,,203.0
2020-04-28,BUY,DXCM,,33.0
2020-04-29,BUY,XLRN,,116.0
2020-04-30,BUY,QDEL,,78.0
2020-05-01,BUY,VXRT,,3987.0
2020-05-04,BUY,AUPH,,683.0
2020-05-05,BUY,BILI,,411.0
2020-05-06,BUY,GOTU,,278.0
2020-05-07,BUY,ARVN,,214.0
2020-05-08,BUY,LMNX1,,184.0
2020-05-11,BUY,NVAX,,46.0
2020-05-15,BUY,VBIV,,1.0
2020-05-22,SELL,GOTU,,278.0
2020-06-01,SELL,ARVN,,214.0
2020-06-08,SELL,CODX,,747.0
2020-06-24,BUY,DKNG,,327.0
2020-06-29,SELL,EHTH,,87.0
2020-07-01,BUY,FVRR,,181.0
2020-07-09,BUY,DOCU,,41.0
2020-07-28,SELL,VXRT,,3987.0
2020-07-29,SELL,VBIV,,1.0
2020-07-30,BUY,WKHS,,891.0
2020-08-13,SELL,NVAX,,46.0
2020-08-27,BUY,LVGO,,110.0
2020-08-28,SELL,QDEL,,78.0
2020-08-28,SELL,LMNX1,,184.0
2020-08-28,BUY,BAND,,98.0
2020-09-08,SELL,AXSM,,162.0
2020-09-15,BUY,APPS,,592.0
2020-09-21,SELL,CCOI,,119.0
2020-09-30,BUY,AGNT,,382.0
2020-10-01,BUY,RUN,,156.0
2020-10-08,BUY,NIO,,1.0
2020-10-19,SELL,DKNG,,327.0
2020-10-21,SELL,WKHS,,891.0
2020-10-21,BUY,ALTO,,1364.0
2020-10-22,SELL,AUPH,,683.0
2020-10-27,SELL,AGNT,,382.0
2020-10-28,SELL,ALTO,,1364.0
2020-10-28,SELL,RUN,,156.0
2020-10-29,SELL,EVBG,,89.0
2020-11-02,SELL,APPS,,592.0
2020-11-03,SELL,DXCM,,33.0
2020-11-11,SELL,TDOC,,68.0
